title,wikilinks
List of female United States presidential and vice-presidential candidates,"['1848 United States presidential election', '1872 United States presidential election', '1884 United States presidential election', '1888 United States presidential election', '1920 United States presidential election', '1924 Democratic National Convention', '1924 United States presidential election', '1928 Democratic National Convention', '1928 United States presidential election', '1932 United States presidential election', '1936 United States presidential election', '1940 United States presidential election', '1948 United States presidential election', '1952 United States presidential election', '1956 United States presidential election', '1960 United States presidential election', '1964 United States presidential election', '1968 United States presidential election', '1972 Democratic National Convention', '1972 United States presidential election', '1976 Democratic National Convention', '1976 Republican National Convention', '1976 United States presidential election', '1980 United States presidential election', '1983 Libertarian National Convention', '1984 Democratic National Convention', '1984 United States presidential election', '1988 United States presidential election', '1991 Libertarian National Convention', '1992 United States presidential election', '1996 United States presidential election', '2000 Libertarian National Convention', '2000 United States presidential election', '2004 Green National Convention', '2004 Libertarian National Convention', '2004 United States presidential election', '2008 Green National Convention', '2008 Libertarian National Convention', '2008 United States presidential election', '2012 Green National Convention', '2012 United States presidential election', '2014 United States House of Representatives elections in California', '2016 United States presidential election', '2020 Democratic Party presidential debates and forums', '2020 Democratic Party presidential primaries', '2020 United States presidential election', 'A. Peter Crane', 'AIDS Cure Party', 'Abigail Scott Duniway', 'Acting President of the United States', 'Agnes Waters', 'Ajamu Baraka', 'Al Gore', 'Alfred Love', 'Alyson Kennedy', 'American Independent Party', 'American Party (1952)', 'American Party (1969)', 'American Third Party', 'American Third Position Party', ""American Woman's Party"", 'Amy Klobuchar', 'Andre Marrou', 'Andrew Pulley', 'Angela Davis', 'Angela Nicole Walker', 'Anne Armstrong', 'Arrin Hawkins', 'Art Olivier', 'Asiba Tupahache', 'Ballot', 'Ballot access', 'Barack Obama', 'Barbara Garson', 'Barbara Jordan', 'Barry Commoner', 'Barry Goldwater', 'Bella Abzug', 'Belva Ann Lockwood', 'Belva Lockwood', 'Benjamin Spock', 'Bill Clinton', 'Bob Barr', 'Bob Dole', 'Bob Richards', 'Bradford Lyttle', 'California', ""California's 33rd congressional district"", 'Carly Fiorina', 'Carol Moseley Braun', 'Caroline Killeen', 'Cathy Gordon Brown', 'Charlene Mitchell', 'Charles C. Foote', 'Charles E. Collins', 'Charles Jay', 'Charles W. Bryan', 'Charlotta Bass', 'Cheri Honkala', 'Christian Freedom Party', 'Cindy Sheehan', 'Citizens Party (United States)', 'Clemence Sophia Harned Lozier', 'Clifton DeBerry', 'Communist Party USA', ""Congressional Caucus for Women's Issues"", 'Congressional Caucus on Black Women and Girls', 'Connie Chandler', 'Constitution Party (United States, 1952)', 'Contingent election', 'Cora Wilson Stewart', 'Cynthia McKinney', 'Dan Quayle', 'David Bergland', 'David Cobb (activist)', 'David McReynolds', 'Democratic Party (United States)', 'Democratic Party (United States) presidential primaries, 1980', 'Democratic Party (United States) presidential primaries, 1984', 'Democratic Party presidential primaries, 2008', 'Democratic Party presidential primaries, 2016', 'Dennis Banks', 'Dennis L. Serrette', 'Designated survivor', 'Diane Drufenbrock', 'Dick Cheney', 'Divided government in the United States', 'Donald Trump', 'Douglas Fitzgerald Dowd', 'Douglas MacArthur', 'Dwight D. Eisenhower', 'Earl Dodge', 'Edith Bolling Galt Wilson', 'Edward Winn', 'Elaine Brown', 'Eldridge Cleaver', 'Eleanor McGovern', 'Elections lost by presidents of the United States', 'Elizabeth Cervantes Barron', 'Elizabeth Dole', 'Elizabeth Warren', 'Ellen Linea W. Jensen', 'Ellen McCormack', 'Equal Rights Party (United States)', 'Eric Chester', 'Eric Hass', 'Eugene McCarthy', 'Eugene Puryear', 'Evan McMullin', 'Evelyn Reed', 'Ezola Foster', 'Faith Spotted Eagle', 'Faithless electors in the United States presidential election, 2016', 'Farrell Dobbs', 'Federal Election Commission', 'Female state legislators in the United States', 'First family of the United States', 'Florence Garvin', 'Frances Farenthold', 'Franklin D. Roosevelt', 'Fred Mazelis', 'Frederick Douglass', 'Gavrielle Holmes', 'George H. W. Bush', 'George McGovern', 'Georgia Cozzini', 'Geraldine Ferraro', 'Gloria La Riva', 'Grace Carlson', 'Gracie Allen', 'Green Party of the United States', 'Greenback Party', 'Gus Hall', 'Harry Browne', 'Harry F. Byrd', ""Hawaii's 2nd congressional district"", 'Heights of presidents and presidential candidates of the United States', 'Helen Halyard', 'Henry B. Krajewski', 'Herbert G. Lewin', 'Herman P. Faris', 'Hillary Clinton', 'Historical rankings of presidents of the United States', 'Independent (politician)', 'Independent Party of Utah', 'Independent politician', 'India Edwards', 'International Standard Book Number', 'Iowa', 'Irene M. Deasy', 'Isabell Masters', 'J. Quinn Brisben', 'James ""Mac"" Warren', 'James Harris (Socialist Workers Party politician)', 'James M. Cox', 'Janice Jordan', 'Jeane Kirkpatrick', 'Jerry Rubin', 'Jerry White (socialist)', 'Jill Stein', 'Jimmy Carter', 'Jo Freeman', 'Jo Jorgensen', 'Joan Andrews (politician)', 'Joe Biden', 'John Hospers', 'John Kerry', 'John McCain', 'John Parker (activist)', 'John Rarick', 'John Sparkman', 'John W. Davis', 'John Zahnd', 'Joseph T. Robinson', 'Joyce Dattner', 'Jules Levin', 'Kamala Harris', 'Karen Sanchirico', 'Kat Swift', 'Kirsten Gillibrand', 'Koryne Kaneski Horbal', 'LaDonna Harris', 'Larry Holmes (Marxist)', 'Laura Clay', 'Laura Garza', 'Lena Springs', 'Lenora Fulani', 'Leonard Peltier', 'Libertarian Party (United States)', 'Liberty Party (1840s)', 'Liberty Union Party', 'Lifespan timeline of presidents of the United States', 'Linda Jenness', 'List of African-American United States presidential and vice presidential candidates', 'List of Democratic-Republican Party presidential tickets', 'List of Federalist Party presidential tickets', 'List of U.S. counties named after presidents of the United States', 'List of U.S. presidential campaign slogans', 'List of United States Democratic Party presidential tickets', 'List of United States Green Party presidential tickets', 'List of United States Libertarian Party presidential tickets', 'List of United States National Republican/Whig Party presidential tickets', 'List of United States Republican Party presidential tickets', 'List of United States major third party and independent presidential tickets', 'List of United States presidential assassination attempts and plots', 'List of United States presidential candidate firsts', 'List of United States presidential candidates', 'List of United States presidential candidates by number of votes received', 'List of United States presidential elections by Electoral College margin', 'List of United States presidential elections by popular vote margin', 'List of United States presidential firsts', 'List of United States presidential vetoes', 'List of actors who played the president of the United States', 'List of actors who played the vice president of the United States', 'List of autobiographies by presidents of the United States', 'List of burial places of presidents and vice presidents of the United States', 'List of children of the presidents of the United States', 'List of educational institutions named after presidents of the United States', 'List of elected and appointed female heads of state and government', 'List of female United States Cabinet Secretaries', 'List of female United States military generals and flag officers', 'List of female governors in the United States', 'List of female lieutenant governors in the United States', 'List of female speakers of legislatures in the United States', 'List of female state attorneys general in the United States', 'List of female state secretaries of state in the United States', 'List of female state supreme court justices', 'List of fictional United States Presidents', 'List of fictional United States presidential candidates', 'List of fictional vice presidents of the United States', 'List of first gentlemen in the United States', 'List of first ladies of the United States', 'List of first women mayors in the United States', 'List of international trips made by presidents of the United States', 'List of major-party United States presidential candidates who lost home state', 'List of most senior women in the United States Congress', 'List of multilingual presidents of the United States', 'List of nicknames of presidents of the United States', 'List of official vehicles of the president of the United States', 'List of people pardoned or granted clemency by the president of the United States', 'List of people who received an electoral vote in the United States Electoral College', 'List of personal coats of arms of presidents of the United States', 'List of personal coats of arms of vice presidents of the United States', 'List of political parties in the United States', 'List of presidents of the United States', 'List of presidents of the United States by age', 'List of presidents of the United States by date of death', 'List of presidents of the United States by education', 'List of presidents of the United States by home state', 'List of presidents of the United States by judicial appointments', 'List of presidents of the United States by military rank', 'List of presidents of the United States by military service', 'List of presidents of the United States by net worth', 'List of presidents of the United States by other offices held', 'List of presidents of the United States by previous experience', 'List of presidents of the United States by time in office', 'List of presidents of the United States on currency', 'List of presidents of the United States who died in office', 'List of presidents of the United States who owned slaves', 'List of presidents of the United States who were Freemasons', 'List of presidents of the United States with facial hair', 'List of residences of presidents of the United States', 'List of tie-breaking votes cast by the vice president of the United States', 'List of unsuccessful major party candidates for President of the United States', 'List of unsuccessful major party candidates for Vice President of the United States', 'List of vice presidents of the United States', 'List of vice presidents of the United States by age', 'List of vice presidents of the United States by education', 'List of vice presidents of the United States by other offices held', 'List of vice presidents of the United States by place of primary affiliation', 'List of vice presidents of the United States by time in office', 'Lists of fictional presidents of the United States', 'Living presidents of the United States', 'Living vice presidents of the United States', 'Looking Back Party', 'Lorna Salzman', 'Louis Fisher', 'Lucretia Mott', 'Lyndon LaRouche', 'Lyndon LaRouche U.S. Presidential campaigns', 'Maggie Kuhn', 'Major party', 'Margaret Chase Smith', 'Margaret Trowe', 'Margaret Wright (American politician)', 'Maria Cantwell', 'Maria Elizabeth Muñoz', 'Marianne Williamson', 'Marie C. Brehm', 'Marietta Stow', 'Marilyn Chambers', 'Martha Beall Mitchell', 'Martha Griffiths', 'Mary Alice Herbert', 'Mary Cal Hollis', 'Mary Kennery', 'Mary Ruwart', 'Massachusetts', 'Matilde Zimmermann', 'Maureen Smith', 'Melvin T. Mason', 'Merlin Miller', 'Michael Dukakis', 'Michael Zagarell', 'Michele Bachmann', 'Mike Pence', 'Mimi Soltysik', 'Mindy Finn', 'Minnesota', 'Mitt Romney', 'Monica Moorehead', 'Montana', 'Myra Tanner Weiss', 'Nancy Lord', 'Nancy Palm', 'National Party (United States)', 'Nellie Tayloe Ross', 'New Alliance Party', 'New American Independent Party', 'New Hampshire Democratic primary, 2008', 'New Hampshire primary', 'New York (state)', 'Ohio', 'Osborne Hart', 'Oveta Hobby', 'Party for Socialism and Liberation', 'Pat Buchanan', 'Pat LaMarche', 'Patricia Roberts Harris', 'Patricia Schroeder', 'Patsy Mink', 'Peace and Freedom Party (United States)', ""People's Party (United States, 1970s)"", 'Personal Choice Party', 'Peta Lindsay', 'Peter Camejo', 'Pledged delegate', 'Pledged delegates', 'Political parties', 'Populist Party (United States)', 'Portraits of presidents of the United States', 'President of the United States', 'Presidential election in New York, 1996', 'Presidential library', 'Presidential memorials in the United States', 'Presidents of the United States on U.S. postage stamps', 'Progressive Party 1948 (United States)', 'Prohibition Party', 'Rachel Bubar Kelly', 'Ralph Nader', 'Reform Party of the United States of America', 'Religious affiliations of presidents of the United States', 'Religious affiliations of vice presidents of the United States', 'Republican Party (United States)', 'Republican Party (United States) presidential primaries, 1984', 'Richard Campagna', 'Richard Congress', 'Richard Nixon', 'Richard Walton', 'Roger MacBride', 'Ron Ehrenreich', 'Ronald Daniels (politician)', 'Ronald Reagan', 'Rosa Clemente', 'Roseanne Barr', 'Rosemary Giumarra', 'Running mate', 'Róger Calero', 'Sabrina R. Allen', 'Sarah Palin', 'Sarah T. Hughes', 'Second Lady of the United States', 'Secret ballot', 'Sedinam Kinamo Christin Moyowasifza Curry', 'Sheila Bilyeu', 'Shirley Chisholm', 'Shirley Jean Masters', 'Socialist Equality Party (US)', 'Socialist Labor Party of America', 'Socialist Party USA', 'Socialist Workers Party (United States)', 'Sonia Johnson', 'Spiro Agnew', 'St. Petersburg Times', 'Stanford Andress', 'State constitutional officer', 'Steve Michael', 'Stewart Alexander (politician)', 'Straw poll', 'Susan Collins', 'Tamara Millay', 'Ted Cruz', 'Tennie Rogers', 'Teresa Gutierrez', 'Third Party (United States)', 'Third party (United States)', 'Thomas Eagleton', 'Thomas Harens', 'Tim Kaine', 'Timeline of American women in war and the U.S. military from 1945 to 1999', 'Timeline of women in war in the United States, Pre-1945', 'Timeline of women in warfare and the military in the United States from 2011–present', 'Timeline of women in warfare and the military in the United States, 2000–2010', 'Tonie Nathan', 'Tulsi Gabbard', 'U.S. state', 'United States House of Representatives', 'United States Pacifist Party', 'United States Senate', 'United States Senate Vice Presidential Bust Collection', 'United States presidential approval rating', 'United States presidential debates', 'United States presidential doctrines', 'United States presidential election', 'United States presidential election in Iowa, 2016', 'United States presidential election summary', 'United States presidential elections in which the winner lost the popular vote', 'United States presidential inauguration', 'United States presidential line of succession', 'United States presidential line of succession in fiction', 'United States presidential pets', 'Vermont', 'Vice President of the United States', 'Victoria Woodhull', 'Vincent Hallinan', 'Virginia Abernethy', 'Vivien Kellems', 'Vox (website)', 'Walt Brown', 'Walter Masters', 'Walter Mondale', 'Washington Peace Party', 'Wayback Machine', 'Willa Kenoyer', 'William A. Marra', 'William Weld', 'Willie Mae Reid', 'Winona LaDuke', 'Women in the United States Air Force', 'Women in the United States Army', 'Women in the United States Coast Guard', 'Women in the United States House of Representatives', 'Women in the United States Marines', 'Women in the United States Navy', 'Women in the United States Senate', 'Women in the United States government', 'Women in the United States judiciary', ""Women's suffrage in the United States"", 'Wretha Hanson', 'Yari Osorio']"
List of female governors in the United States,"['Administrator of the Environmental Protection Agency', 'Alabama', 'Alaska', 'Albuquerque Journal', 'American Association of University Women', 'Ann Richards', 'Arizona', 'Arkansas', 'Associated Press', 'Barbara Roberts', 'Bev Perdue', 'Beverly Perdue', 'Boston Globe', 'California', 'Carolyn B. Shelton', 'Christine Gregoire', 'Christine Todd Whitman', 'Colorado', 'Commonwealth (United States insular area)', ""Congressional Caucus for Women's Issues"", 'Congressional Caucus on Black Women and Girls', 'Connecticut', 'Delaware', 'Democratic Party (United States)', 'District of Columbia', 'Dixy Lee Ray', 'Eagleton Institute of Politics', 'Ella T. Grasso', 'Evan Mecham', 'Female state legislators in the United States', 'Fife Symington', 'Florida', 'Frank W. Benson (Oregon governor)', 'George Earle Chamberlain', 'George Voinovich', 'George Wallace', 'Georgia (U.S. state)', 'Gina Raimondo', 'Governor (United States)', 'Governor of Hawaii', 'Governor of Kansas', 'Governor of Kentucky', 'Governor of Massachusetts', 'Governor of Michigan', 'Governor of Nebraska', 'Governor of New Hampshire', 'Governor of New Jersey', 'Governor of New Mexico', 'Governor of North Carolina', 'Governor of Oklahoma', 'Governor of Oregon', 'Governor of Puerto Rico', 'Governor of South Carolina', 'Governor of Texas', 'Governor of Vermont', 'Gretchen Whitmer', 'Guam', 'Hawaii', 'Idaho', 'Illinois', 'Impeachment', 'Indiana', 'International Standard Book Number', 'International Standard Serial Number', 'Iowa', 'James E. Ferguson', 'James Edward Ferguson', 'James F. Hinkle', 'Jan Brewer', 'Jane Dee Hull', 'Jane Swift', 'Janet Mills', 'Janet Napolitano', 'Jeanne Shaheen', 'Jennifer Granholm', 'Joan Finney', 'Jodi Rell', 'John G. Rowland', 'John Kitzhaber', 'Judy Martz', 'Kansas', 'Kate Brown', 'Kathleen Blanco', 'Kathleen Sebelius', 'Kay A. Orr', 'Kay Ivey', 'Kentucky', 'Kim Guadagno', 'Kim Reynolds', 'Kristi Noem', 'Laura Kelly', 'Library of Congress', 'Lieutenant Governor of Utah', 'Linda Lingle', 'List of Governors of Alabama', 'List of Governors of Alaska', 'List of Governors of Arizona', 'List of Governors of Connecticut', 'List of Governors of Delaware', 'List of Governors of Guam', 'List of Governors of Iowa', 'List of Governors of Louisiana', 'List of Governors of Maine', 'List of Governors of Montana', 'List of Governors of Ohio', 'List of Governors of Rhode Island', 'List of Governors of South Dakota', 'List of Governors of Utah', 'List of Governors of Washington', 'List of Governors of Wyoming', 'List of Lieutenant Governors of Ohio', 'List of female United States Cabinet Secretaries', 'List of female United States military generals and flag officers', 'List of female United States presidential and vice-presidential candidates', 'List of female lieutenant governors in the United States', 'List of female speakers of legislatures in the United States', 'List of female state attorneys general in the United States', 'List of female state secretaries of state in the United States', 'List of female state supreme court justices', 'List of first gentlemen in the United States', 'List of first women mayors in the United States', 'List of lieutenant governors of Alabama', 'List of lieutenant governors of Connecticut', 'List of lieutenant governors of Iowa', 'List of lieutenant governors of Minnesota', 'List of most senior women in the United States Congress', 'Lou Leon Guerrero', 'Louisiana', 'Lurleen Wallace', 'Madeleine Kunin', 'Maggie Hassan', 'Maine', 'Martha Layne Collins', 'Mary Fallin', 'Maryland', 'Massachusetts', 'Mayor of the District of Columbia', 'Michelle Lujan Grisham', 'Michigan', 'Mike Leavitt', 'Minnesota', 'Miriam A. Ferguson', 'Mississippi', 'Missouri', 'Montana', 'Muriel Bowser', 'Nancy Hollister', 'Nebraska', 'Nellie Tayloe Ross', 'Nevada', 'New Hampshire', 'New Jersey', 'New Mexico', 'New Progressive Party (Puerto Rico)', 'New York (state)', 'Nikki Haley', 'North Carolina', 'North Dakota', 'Ohio', 'Oklahoma', 'Olene Walker', 'Oregon', 'Oregon Secretary of State', 'Ovarian cancer', 'Pedro Pierluisi', 'Pennsylvania', 'People (magazine)', 'Popular Democratic Party (Puerto Rico)', 'Puerto Rico', 'Quo warranto', 'Republican Party (United States)', 'Resignation of Sarah Palin', 'Rhode Island', 'Robert J. Bentley', 'Rose Mofford', 'Rutgers University', 'Ruth Ann Minner', 'Sarah Palin', 'Secretary of Justice of Puerto Rico', 'Secretary of State of Arizona', 'Sharon Pratt Kelly', 'Sheila Oliver', 'Sila María Calderón', 'Soledad C. Chacón', 'South Carolina', 'South Dakota', 'Special election', 'State constitutional officer', 'Susana Martinez', 'Tennessee', 'Terry Branstad', 'Texas', 'Texas State Historical Association', 'Texas State Library and Archives Commission', 'The New York Times', 'Third party (United States)', 'Time (magazine)', 'Timeline of American women in war and the U.S. military from 1945 to 1999', 'Timeline of women in war in the United States, Pre-1945', 'Timeline of women in warfare and the military in the United States from 2011–present', 'Timeline of women in warfare and the military in the United States, 2000–2010', 'U.S. Senator', 'U.S. state', 'Unincorporated territories of the United States', 'United States Ambassador to China', 'United States Ambassador to the United Nations', 'United States Secretary of Health and Human Services', 'United States Secretary of Homeland Security', 'United States Senate', 'Utah', 'Vermont', 'Vesta M. Roy', 'Vice President of the United States', 'Virginia', 'Wanda Vázquez Garced', 'Washington (state)', 'Washington, D.C.', 'West Virginia', 'William B. Ross', 'Wisconsin', 'Women in the United States Air Force', 'Women in the United States Army', 'Women in the United States Coast Guard', 'Women in the United States House of Representatives', 'Women in the United States Marines', 'Women in the United States Navy', 'Women in the United States Senate', 'Women in the United States government', 'Women in the United States judiciary', 'Wyoming']"
