Name,title,,,,,,,,namespace,wiki,url,edit_count,characters_added,references_added,new,deleted,pageviews,pageviews_link
Delia Bennett   ,Delia,Bennett,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Delia_Bennett,1,1443,1443,TRUE,FALSE,104,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Delia_Bennett
Denmark Groover Jr.  ,Denmark,Groover,Jr.,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Denmark_Groover_Jr.,1,577,577,FALSE,FALSE,553,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Denmark_Groover_Jr.
Derrick Luckassen   ,Derrick,Luckassen,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Derrick_Luckassen,1,39,39,FALSE,FALSE,19156,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Derrick_Luckassen
Diana Pharaoh Francis  ,Diana,Pharaoh,Francis,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Diana_Pharaoh_Francis,1,34,34,FALSE,FALSE,80,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Diana_Pharaoh_Francis
Dianne Newman   ,Dianne,Newman,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Dianne_Newman,30,3469,2768,FALSE,FALSE,2361,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Dianne_Newman
Doris Fleischman   ,Doris,Fleischman,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Doris_Fleischman,3,70,49,FALSE,FALSE,2223,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Doris_Fleischman
Dorothy Lavinia Brown  ,Dorothy,Lavinia,Brown,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Dorothy_Lavinia_Brown,7,541,-1,FALSE,FALSE,7112,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Dorothy_Lavinia_Brown
Dorothy Vredenburgh Bush  ,Dorothy,Vredenburgh,Bush,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Dorothy_Vredenburgh_Bush,4,571,571,FALSE,FALSE,3964,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Dorothy_Vredenburgh_Bush
Doug Davis (aviator)  ,Doug,Davis,(aviator),,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Doug_Davis_(aviator),1,4,4,FALSE,FALSE,1646,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Doug_Davis_(aviator)
Dragon Seed (film)  ,Dragon,Seed,(film),,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Dragon_Seed_(film),1,50,50,FALSE,FALSE,10235,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Dragon_Seed_(film)
Duke Ellington   ,Duke,Ellington,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Duke_Ellington,1,45,45,FALSE,FALSE,45750,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Duke_Ellington
E. B. Pinniger  ,E.,B.,Pinniger,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/E._B._Pinniger,1,34,34,FALSE,FALSE,599,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=E._B._Pinniger
Eagle Woman   ,Eagle,Woman,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Eagle_Woman,1,10,10,FALSE,FALSE,1060,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Eagle_Woman
Earl Boen   ,Earl,Boen,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Earl_Boen,1,56,56,FALSE,FALSE,10850,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Earl_Boen
Earl E. T. Smith ,Earl,E.,T.,Smith,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Earl_E._T._Smith,2,23,23,FALSE,FALSE,1095,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Earl_E._T._Smith
Earl Gregg Swem  ,Earl,Gregg,Swem,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Earl_Gregg_Swem,1,0,-154,FALSE,FALSE,639,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Earl_Gregg_Swem
Ed and Lorraine Warren ,Ed,and,Lorraine,Warren,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ed_and_Lorraine_Warren,2,1,-57,FALSE,FALSE,2915766,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Ed_and_Lorraine_Warren
Ed Begley Jr.  ,Ed,Begley,Jr.,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ed_Begley_Jr.,1,0,0,FALSE,FALSE,379322,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Ed_Begley_Jr.
Ed Yong   ,Ed,Yong,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ed_Yong,1,0,-101,FALSE,FALSE,3632,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Ed_Yong
Edde Entertainment   ,Edde,Entertainment,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Edde_Entertainment,1,29,29,FALSE,FALSE,52,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Edde_Entertainment
Eddie Rickenbacker   ,Eddie,Rickenbacker,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Eddie_Rickenbacker,1,399,399,FALSE,FALSE,177345,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Eddie_Rickenbacker
Edith Dunham Foster  ,Edith,Dunham,Foster,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Edith_Dunham_Foster,1,1931,1931,FALSE,FALSE,65,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Edith_Dunham_Foster
Edna Anhalt   ,Edna,Anhalt,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Edna_Anhalt,1,47,47,FALSE,FALSE,518,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Edna_Anhalt
Edna Lamprey Stantial  ,Edna,Lamprey,Stantial,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Edna_Lamprey_Stantial,2,46,46,FALSE,FALSE,133,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Edna_Lamprey_Stantial
Edward Christopher Williams  ,Edward,Christopher,Williams,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Edward_Christopher_Williams,2,0,-2277,FALSE,FALSE,791,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Edward_Christopher_Williams
Edward Everett Hale  ,Edward,Everett,Hale,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Edward_Everett_Hale,1,30,30,FALSE,FALSE,10746,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Edward_Everett_Hale
Edward Jenner   ,Edward,Jenner,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Edward_Jenner,1,4,4,FALSE,FALSE,335197,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Edward_Jenner
Edward Lippincott Tilton  ,Edward,Lippincott,Tilton,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Edward_Lippincott_Tilton,1,46,46,FALSE,FALSE,2036,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Edward_Lippincott_Tilton
Edward M. Hartwell  ,Edward,M.,Hartwell,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Edward_M._Hartwell,1,45,45,FALSE,FALSE,34,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Edward_M._Hartwell
Edward Porter Alexander  ,Edward,Porter,Alexander,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Edward_Porter_Alexander,1,257,257,FALSE,FALSE,25300,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Edward_Porter_Alexander
Edward Shippen IV  ,Edward,Shippen,IV,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Edward_Shippen_IV,1,0,-112,FALSE,FALSE,7525,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Edward_Shippen_IV
Edwina Pettway   ,Edwina,Pettway,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Edwina_Pettway,2,1093,1093,TRUE,FALSE,83,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Edwina_Pettway
Eileen McLaughlin   ,Eileen,McLaughlin,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Eileen_McLaughlin,1,17,17,FALSE,FALSE,638,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Eileen_McLaughlin
Elaine Chao   ,Elaine,Chao,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Elaine_Chao,1,0,-11,FALSE,FALSE,445140,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Elaine_Chao
Eleonora d'Este (1537–1581)  ,Eleonora,d'Este,(1537–1581),,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Eleonora_d'Este_(1537–1581),1,45,45,FALSE,FALSE,299,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Eleonora_d'Este_(1537–1581)
Eleonore Koch   ,Eleonore,Koch,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Eleonore_Koch,1,4,4,FALSE,FALSE,349,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Eleonore_Koch
Eli Lilly and Company ,Eli,Lilly,and,Company,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Eli_Lilly_and_Company,2,327,327,FALSE,FALSE,155294,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Eli_Lilly_and_Company
Elinor Byrns   ,Elinor,Byrns,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Elinor_Byrns,1,46,46,FALSE,FALSE,197,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Elinor_Byrns
Elisha Huntington   ,Elisha,Huntington,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Elisha_Huntington,1,21,21,FALSE,FALSE,156,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Elisha_Huntington
Eliza Allen   ,Eliza,Allen,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Eliza_Allen,1,0,-100,FALSE,FALSE,608,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Eliza_Allen
Eliza James   ,Eliza,James,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Eliza_James,2,6410,6410,TRUE,FALSE,1286,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Eliza_James
Elizabeth Adkins-Regan   ,Elizabeth,Adkins-Regan,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Elizabeth_Adkins-Regan,8,11161,11161,TRUE,FALSE,724,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Elizabeth_Adkins-Regan
Elizabeth Blackburn   ,Elizabeth,Blackburn,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Elizabeth_Blackburn,1,31,31,FALSE,FALSE,67979,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Elizabeth_Blackburn
Elizabeth C. Miller  ,Elizabeth,C.,Miller,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Elizabeth_C._Miller,18,4181,4115,TRUE,FALSE,504,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Elizabeth_C._Miller
Elizabeth Gould (psychologist)  ,Elizabeth,Gould,(psychologist),,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Elizabeth_Gould_(psychologist),7,3300,3300,FALSE,FALSE,3650,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Elizabeth_Gould_(psychologist)
Elizabeth L. Gardner  ,Elizabeth,L.,Gardner,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Elizabeth_L._Gardner,1,0,-1,FALSE,FALSE,31425,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Elizabeth_L._Gardner
Elizabeth Loftus   ,Elizabeth,Loftus,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Elizabeth_Loftus,1,0,-239,FALSE,FALSE,12225,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Elizabeth_Loftus
Elizabeth MacDonald   ,Elizabeth,MacDonald,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Elizabeth_MacDonald,1,27,27,TRUE,FALSE,432,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Elizabeth_MacDonald
Elizabeth McCoy (microbiologist)  ,Elizabeth,McCoy,(microbiologist),,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Elizabeth_McCoy_(microbiologist),1,684,684,FALSE,FALSE,446,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Elizabeth_McCoy_(microbiologist)
Elizabeth Miller   ,Elizabeth,Miller,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Elizabeth_Miller,1,105,105,FALSE,FALSE,1850,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Elizabeth_Miller
Elizabeth Wooster Stuart Phelps ,Elizabeth,Wooster,Stuart,Phelps,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Elizabeth_Wooster_Stuart_Phelps,1,0,-529,FALSE,FALSE,235,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Elizabeth_Wooster_Stuart_Phelps
Ella Mae Irby  ,Ella,Mae,Irby,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ella_Mae_Irby,5,1352,1344,TRUE,FALSE,90,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Ella_Mae_Irby
Ellamae Ellis League  ,Ellamae,Ellis,League,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ellamae_Ellis_League,1,0,-3,FALSE,FALSE,196,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Ellamae_Ellis_League
Ellamae Ellis League House ,Ellamae,Ellis,League,House,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ellamae_Ellis_League_House,1,40,40,FALSE,FALSE,236,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Ellamae_Ellis_League_House
Ellen Ketterson   ,Ellen,Ketterson,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ellen_Ketterson,7,15763,15751,FALSE,FALSE,544,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Ellen_Ketterson
Elsa von Blumen  ,Elsa,von,Blumen,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Elsa_von_Blumen,1,206,206,FALSE,FALSE,125,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Elsa_von_Blumen
Emily Bernhardt   ,Emily,Bernhardt,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Emily_Bernhardt,40,27315,23272,TRUE,FALSE,576,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Emily_Bernhardt
Emily Stanley   ,Emily,Stanley,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Emily_Stanley,3,266,266,FALSE,FALSE,400,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Emily_Stanley
Emma Ghent Curtis  ,Emma,Ghent,Curtis,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Emma_Ghent_Curtis,10,9407,9407,TRUE,FALSE,1941,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Emma_Ghent_Curtis
Emma Hart (computer scientist) ,Emma,Hart,(computer,scientist),,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Emma_Hart_(computer_scientist),16,2175,1566,FALSE,FALSE,576,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Emma_Hart_(computer_scientist)
Emma Lee Pettway Campbell ,Emma,Lee,Pettway,Campbell,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Emma_Lee_Pettway_Campbell,1,26,26,FALSE,FALSE,61,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Emma_Lee_Pettway_Campbell
Emma Yhnell   ,Emma,Yhnell,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Emma_Yhnell,3,6511,6511,TRUE,FALSE,810,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Emma_Yhnell
Eolyn Klugh Guy  ,Eolyn,Klugh,Guy,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Eolyn_Klugh_Guy,1,53,53,FALSE,FALSE,277,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Eolyn_Klugh_Guy
Erbium    ,Erbium,,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Erbium,2,196,196,FALSE,FALSE,88306,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Erbium
Eric Kandel   ,Eric,Kandel,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Eric_Kandel,1,28,28,FALSE,FALSE,55915,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Eric_Kandel
Erica Joy Baker  ,Erica,Joy,Baker,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Erica_Joy_Baker,1,25,25,TRUE,FALSE,62,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Erica_Joy_Baker
Ermengarde of Hesbaye  ,Ermengarde,of,Hesbaye,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ermengarde_of_Hesbaye,1,45,45,FALSE,FALSE,6213,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Ermengarde_of_Hesbaye
Ernie (Sesame Street)  ,Ernie,(Sesame,Street),,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ernie_(Sesame_Street),1,0,-226,FALSE,FALSE,60021,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Ernie_(Sesame_Street)
Estelle Anna Lewis  ,Estelle,Anna,Lewis,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Estelle_Anna_Lewis,1,0,-110,FALSE,FALSE,330,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Estelle_Anna_Lewis
Estelle Brodman   ,Estelle,Brodman,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Estelle_Brodman,1,24,24,FALSE,FALSE,270,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Estelle_Brodman
Estelle Witherspoon   ,Estelle,Witherspoon,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Estelle_Witherspoon,2,2031,2031,TRUE,FALSE,95,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Estelle_Witherspoon
Esther Ngan-ling Chow  ,Esther,Ngan-ling,Chow,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Esther_Ngan-ling_Chow,1,75,75,FALSE,FALSE,466,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Esther_Ngan-ling_Chow
Eugene Bullard   ,Eugene,Bullard,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Eugene_Bullard,1,312,312,FALSE,FALSE,84000,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Eugene_Bullard
Eugene Houdry   ,Eugene,Houdry,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Eugene_Houdry,1,0,-19,FALSE,FALSE,4111,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Eugene_Houdry
Eugenia Belin Sarmiento  ,Eugenia,Belin,Sarmiento,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Eugenia_Belin_Sarmiento,25,3777,3368,FALSE,FALSE,221,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Eugenia_Belin_Sarmiento
Eugenia Cheng   ,Eugenia,Cheng,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Eugenia_Cheng,2,2746,2746,FALSE,FALSE,14990,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Eugenia_Cheng
Eunice P. Shadd  ,Eunice,P.,Shadd,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Eunice_P._Shadd,6,3658,3658,TRUE,FALSE,124,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Eunice_P._Shadd
Evelyn Boyd Granville  ,Evelyn,Boyd,Granville,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Evelyn_Boyd_Granville,2,511,456,FALSE,FALSE,7382,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Evelyn_Boyd_Granville
Evelyn Conlon   ,Evelyn,Conlon,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Evelyn_Conlon,3,0,-784,FALSE,FALSE,439,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Evelyn_Conlon
Evelyn Telfer   ,Evelyn,Telfer,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Evelyn_Telfer,6,5726,5726,TRUE,FALSE,669,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Evelyn_Telfer
Ezra Stiles Ely  ,Ezra,Stiles,Ely,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Ezra_Stiles_Ely,1,47,47,FALSE,FALSE,77,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Ezra_Stiles_Ely
Faith Vilas   ,Faith,Vilas,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Faith_Vilas,4,7818,7814,TRUE,FALSE,468,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Faith_Vilas
Fan Bourke   ,Fan,Bourke,,,,,,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Fan_Bourke,1,27,27,TRUE,FALSE,5,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-10-06&end=2099-01-01&project=en.wikipedia.org&pages=Fan_Bourke
