name,rating,namespace,wiki,url,edit_count,characters_added,references_added,new,deleted,pageviews,pageviews_link,course_slug,,,,,,,,title,,,,,
Md. Jamiruddin Sarkar  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Md._Jamiruddin_Sarkar,1,40,40,TRUE,FALSE,2,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Md._Jamiruddin_Sarkar,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,Emily,Allchurch,,,,
Mayme Kelso   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mayme_Kelso,2,953,919,FALSE,FALSE,174,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-06&end=2099-01-01&project=en.wikipedia.org&pages=Mayme_Kelso,Wikipedia_Connection/Art_and_Feminism_2018_at_Ohio_State,,,,,,,,Emily,Carr,,,,
May Stone (educator)  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/May_Stone_(educator),3,2416,2416,TRUE,TRUE,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=May_Stone_(educator),Transylvania_University/Transylvania_Liberal_Arts_and_Feminism,,,,,,,,Emily,Harrington,,,,
May Stevens   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/May_Stevens,2,2182,2182,FALSE,FALSE,104,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-05-02&end=2099-01-01&project=en.wikipedia.org&pages=May_Stevens,"Jacob_Lawrence_Gallery/Art_Now_Sections_Wikipedia_Edit-a-Thon_(May_2,_2018)",,,,,,,,Emily,Oberman,,,,
May Chow   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/May_Chow,2,274,274,FALSE,FALSE,513,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=May_Chow,Hong_Kong_Libraries_Connect/HKLC_ArtAndFeminism_2018,,,,,,,,Emma,Amos,(painter),,,
Maxine Greene   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Maxine_Greene,11,5590,5433,FALSE,FALSE,3143,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Maxine_Greene,Transylvania_University/Transylvania_Liberal_Arts_and_Feminism,,,,,,,,Emma,Eames,,,,
Maxime Collignon   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Maxime_Collignon,1,0,-14,FALSE,FALSE,33,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Maxime_Collignon,MIT/Art_and_Feminism_Wikipedia_Edit-a-thon,,,,,,,,Emma,Justine,Farnsworth,,,
Maven Pictures   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Maven_Pictures,1,0,-56,FALSE,FALSE,273,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Maven_Pictures,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Emma,May,Martin,,,
Maude Boltz   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Maude_Boltz,6,2649,2633,TRUE,TRUE,39,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Maude_Boltz,"ICA_Boston/Boston_ICA_ArtAndFeminism_2018_(March_4,_2018)",,,,,,,,Emma,Walmsley,,,,
Maud Lewis   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Maud_Lewis,1,353,353,FALSE,FALSE,416981,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Maud_Lewis,"Art_Gallery_of_Ontario/Toronto_AGO_Art_and_Feminism_2018_(March_24,_2018)",,,,,,,,Emmi,Whitehorse,,,,
Maud Babcock   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Maud_Babcock,1,55,55,FALSE,FALSE,660,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Maud_Babcock,Indyhall/Philly_Indyhall_Art_and_Feminism_2018,,,,,,,,Emvin,Cremona,,,,
Mattie Gunterman   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mattie_Gunterman,1,1309,1309,FALSE,FALSE,56,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2019-03-01&end=2099-01-01&project=en.wikipedia.org&pages=Mattie_Gunterman,University_of_Virginia/Art_Fem_UVA,,,,,,,,Emy,Roeder,,,,
Matika Wilbur   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Matika_Wilbur,1,1177,1177,FALSE,FALSE,244,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2019-03-01&end=2099-01-01&project=en.wikipedia.org&pages=Matika_Wilbur,University_of_Virginia/Art_Fem_UVA,,,,,,,,Enella,Benedict,,,,
Math Bass   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Math_Bass,12,15417,15417,FALSE,FALSE,484,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-01&end=2099-01-01&project=en.wikipedia.org&pages=Math_Bass,Cornell_University/Ithaca_Art_and_Feminism_2018,,,,,,,,Engr.,(Mrs),M.,Adetiba,,
Masumi Hayashi (photographer)  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Masumi_Hayashi_(photographer),6,3564,3564,FALSE,FALSE,214,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Masumi_Hayashi_(photographer),Cleveland_Museum_of_Art_Ingalls_Library/CLE_CMA_ArtandFeminism_2018,,,,,,,,Enrique,Martinez,Celaya,,,
Mary Tsiongas   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Tsiongas,2,92,92,FALSE,FALSE,18,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Tsiongas,ABQ/Albuquerque_ArtAndFeminism2018,,,,,,,,Eric,Standley,,,,
Mary T. Meagher  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_T._Meagher,2,764,755,FALSE,FALSE,1648,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Mary_T._Meagher,Transylvania_University/Transylvania_Liberal_Arts_and_Feminism,,,,,,,,Erica,Baker,,,,
Mary Slessor   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Slessor,1,28,28,FALSE,FALSE,6035,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-29&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Slessor,University_of_North_Texas/UNT_Art_and_Feminism,,,,,,,,Erika,Cosby,,,,
Mary Schmidt Campbell  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Schmidt_Campbell,1,4284,4284,FALSE,FALSE,684,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-17&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Schmidt_Campbell,National_Museum_of_Women_in_the_Arts/DC_NMWA_ArtAndFeminism_2018,,,,,,,,Erika,DeFreitas,,,,
Mary Scheier   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Scheier,1,1158,1158,FALSE,FALSE,96,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Scheier,"University_of_Illinois/Art_and_Feminism_Wikipedia_Edit-a-thon,_Urbana-Champaign",,,,,,,,Erin,Christovale,,,,
Mary Ruefle   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Ruefle,1,476,476,FALSE,FALSE,486,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-23&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Ruefle,The_University_of_Arizona/Poetry_Center_ArtAndFeminism_2018,,,,,,,,Erin,M.,Riley,,,
Mary Robinson (poet)  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Robinson_(poet),2,9030,9030,FALSE,FALSE,39027,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-06&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Robinson_(poet),Wikipedia_Connection/Art_and_Feminism_2018_at_Ohio_State,,,,,,,,Erna,Auerbach,,,,
Mary Reid Kelley  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Reid_Kelley,2,3058,3058,FALSE,FALSE,414,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-01&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Reid_Kelley,"University_at_Albany,_SUNY--University_Library/University_at_Albany_ArtAndFeminism_2018_(April_9_2018)",,,,,,,,Erna,Solberg,,,,
Mary Read   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Read,5,642,642,FALSE,FALSE,71736,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Read,Transylvania_University/Transylvania_Liberal_Arts_and_Feminism,,,,,,,,Ernest,William,Tristram,,,
Mary Ramsden   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Ramsden,6,3788,3788,TRUE,FALSE,555,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-15&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Ramsden,Aspen_Art_Museum/Wikipedia_Editathon_Aspen_Art_Museum_2018,,,,,,,,Ernestine,Rose,,,,
Mary Proctor (artist)  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Proctor_(artist),1,75,75,FALSE,FALSE,2207,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-26&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Proctor_(artist),WUSTL/STL_ArtandFeminism,,,,,,,,Ernie,Barnes,,,,
Mary Paley Marshall  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Paley_Marshall,2,1999,1999,FALSE,FALSE,2961,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Paley_Marshall,Transylvania_University/Transylvania_Liberal_Arts_and_Feminism,,,,,,,,Ernst,Pfuhl,,,,
Mary Obering   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Obering,6,3257,3257,TRUE,FALSE,137,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Obering,Leon_Gallery/Denver_Arthyve_ArtAndFeminism_2018,,,,,,,,Ersulie,Mompremier,,,,
Mary Nimmo Moran  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Nimmo_Moran,2,367,367,FALSE,FALSE,178,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Nimmo_Moran,MoMA/MoMA_ArtAndFeminism_2018,,,,,,,,Esphyr,Slobodkina,,,,
Mary Moore (artist)  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Moore_(artist),5,4100,4098,TRUE,FALSE,33,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-15&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Moore_(artist),LWAG/Perth_LWAG_Art_and_Feminism_2018_(Saturday_17_March_2018),,,,,,,,Est,em,,,,
Mary Miller (art historian) ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Miller_(art_historian),1,323,323,FALSE,FALSE,550,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-06&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Miller_(art_historian),"Yale_University/Yale_ArtAndFeminism_2018_(Friday,_April_6,_2018)",,,,,,,,Estella,Solomons,,,,
Mary Meilak   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Meilak,4,430,430,FALSE,FALSE,927,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Meilak,Blitz/Art_and_Feminism_Valletta,,,,,,,,Esther,Afua,Ocloo,,,
Mary Magdalene   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Magdalene,1,10,10,FALSE,FALSE,133110,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Magdalene,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Esther,David,,,,
Mary Louise McLaughlin  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Louise_McLaughlin,3,283,283,FALSE,FALSE,147,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Louise_McLaughlin,Cleveland_Museum_of_Art_Ingalls_Library/CLE_CMA_ArtandFeminism_2018,,,,,,,,Esther,Gentle,,,,
Mary L. Proctor  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_L._Proctor,2,0,-2243,FALSE,FALSE,13,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Mary_L._Proctor,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Ethel,Skeat,,,,
Mary Kenneth Keller  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Kenneth_Keller,1,110,110,FALSE,FALSE,27726,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Kenneth_Keller,ArtWrite_Collective/Madison_AF_Wikipedia_Edit-a-thon,,,,,,,,Ethel,Stein,,,,
Mary Kenner   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Kenner,3,101,95,FALSE,FALSE,421,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Kenner,Purchase/Purchase_ArtandFeminism_2018,,,,,,,,Eucharia,Oluchi,Nwaichi,,,
Mary Kelly (artist)  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Kelly_(artist),1,3595,3595,FALSE,FALSE,1323,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-26&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Kelly_(artist),Binghamton_University/Binghamton_University_ArtAndFeminism_2018,,,,,,,,Eugenia,Raskopoulos,,,,
Mary Josephine Walters  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Josephine_Walters,1,3368,3368,FALSE,FALSE,100,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-21&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Josephine_Walters,University_of_Northern_Iowa/Rod_Library_ArtAndFeminism_2018,,,,,,,,Eunice,Harriett,Garlick,,,
Mary Heilmann   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Heilmann,6,398,348,FALSE,FALSE,326,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Heilmann,CCS_Bard/ArtAndFeminism_2018,,,,,,,,Eunice,Prieto,Damron,,,
Mary Hearn   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Hearn,4,6395,6356,TRUE,FALSE,68,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Hearn,University_College_Cork/Art_and_Feminism,,,,,,,,Eva,Brook,Donly,,,
Mary Grigoriadis   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Grigoriadis,2,2701,2701,TRUE,TRUE,60,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Grigoriadis,"ICA_Boston/Boston_ICA_ArtAndFeminism_2018_(March_4,_2018)",,,,,,,,Eva,Encinias-Sandoval,,,,
Mary Green (painter)  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Green_(painter),2,104,104,FALSE,FALSE,54,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-25&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Green_(painter),LACMA/Los_Angeles_LACMA_ArtAndFeminism_2018,,,,,,,,Eva,Hamlin,Miller,,,
Mary Given Sheerer  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Given_Sheerer,7,1930,1930,FALSE,FALSE,31,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-20&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Given_Sheerer,Newcomb_Art_Museum_of_Tulane_University/Newcomb_Art_Museum_Art_and_Feminism,,,,,,,,Eva,Hesse,,,,
Mary Garrard   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Garrard,2,2423,2423,FALSE,FALSE,500,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Garrard,Transylvania_University/Transylvania_Liberal_Arts_and_Feminism,,,,,,,,Eva,Philbin,,,,
Mary Galway Houston  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Galway_Houston,1,3639,3639,TRUE,FALSE,22,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Galway_Houston,University_College_Cork/Art_and_Feminism,,,,,,,,Eva,van,Marle,,,
Mary Frank   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Frank,12,2273,2273,FALSE,FALSE,5624,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-08&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Frank,Midway/Minneapolis_Midway_ArtandFeminism2018,,,,,,,,Evangeline,Montgomery,,,,
Mary Ewing Outerbridge  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Ewing_Outerbridge,1,656,656,FALSE,FALSE,384,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Ewing_Outerbridge,Howland_Public_Library/Beacon_ArtandFeminism_2018,,,,,,,,Evann,Siebens,,,,
Mary E. Wrinch  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_E._Wrinch,1,335,335,FALSE,FALSE,162,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-17&end=2099-01-01&project=en.wikipedia.org&pages=Mary_E._Wrinch,National_Museum_of_Women_in_the_Arts/DC_NMWA_ArtAndFeminism_2018,,,,,,,,Eve,Sandler,,,,
Mary E. Daly  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_E._Daly,1,1969,1969,FALSE,FALSE,263,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Mary_E._Daly,University_College_Cork/Art_and_Feminism,,,,,,,,Evelyn,Alcide,,,,
Mary Colter   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Colter,7,732,706,FALSE,FALSE,24396,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-20&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Colter,Virginia_Polytechnic_Institute_and_State_University/Architecture_and_Art_and_Feminism_Wiki_Edit-a-thon,,,,,,,,Evelyn,C.,White,,,
Mary Cassatt   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Cassatt,2,0,-5,FALSE,FALSE,293177,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Cassatt,Purchase/Purchase_ArtandFeminism_2018,,,,,,,,Evelyn,Cameron,,,,
Mary Cartwright   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Cartwright,1,509,509,FALSE,FALSE,18224,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-13&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Cartwright,University_of_Oregon/UOregon_ArtAndFeminism_2018,,,,,,,,Evelyn,Handler,,,,
Mary Barra   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Barra,1,706,706,FALSE,FALSE,445968,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Barra,Transylvania_University/Transylvania_Liberal_Arts_and_Feminism,,,,,,,,Evie,Hone,,,,
Mary Awolokun   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Awolokun,1,1210,1210,TRUE,TRUE,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Awolokun,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Ezra,Miller,,,,
Mary Anne Barkhouse  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Anne_Barkhouse,2,534,530,FALSE,FALSE,791,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-06-23&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Anne_Barkhouse,"Squeaky_Wheel/SQUEAKY_WHEEL_ART_AND_FEMINISM_'18_(Saturday,_June_23,_2018,_2-7pm)",,,,,,,,Faith,Holland,,,,
Mary Ann Horton  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Ann_Horton,1,29,29,FALSE,FALSE,754,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-08&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Ann_Horton,Midway/Minneapolis_Midway_ArtandFeminism2018,,,,,,,,Faith,Logan,,,,
Mary Alexandra Bell Eastlake ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_Alexandra_Bell_Eastlake,2,486,391,FALSE,FALSE,47,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Mary_Alexandra_Bell_Eastlake,"Art_Gallery_of_Ontario/Toronto_AGO_Art_and_Feminism_2018_(March_24,_2018)",,,,,,,,Faith,Ringgold,,,,
Mary A. Eastlake  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Mary_A._Eastlake,1,42,42,TRUE,FALSE,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-17&end=2099-01-01&project=en.wikipedia.org&pages=Mary_A._Eastlake,National_Museum_of_Women_in_the_Arts/DC_NMWA_ArtAndFeminism_2018,,,,,,,,Faltonia,Betitia,Proba,,,
Martine Syms   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Martine_Syms,1,334,334,FALSE,FALSE,5748,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Martine_Syms,MoMA/MoMA_ArtAndFeminism_2018,,,,,,,,Fang,Zhaoling,,,,
Martin Warnke   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Martin_Warnke,1,0,-12,FALSE,FALSE,101,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Martin_Warnke,MIT/Art_and_Feminism_Wikipedia_Edit-a-thon,,,,,,,,Fannie,Lou,Hamer,,,
Martin S. Briggs  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Martin_S._Briggs,1,0,-16,FALSE,FALSE,36,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Martin_S._Briggs,MIT/Art_and_Feminism_Wikipedia_Edit-a-thon,,,,,,,,Fanny,Churberg,,,,
Martin A. Ryerson  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Martin_A._Ryerson,1,14,14,FALSE,FALSE,209,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Martin_A._Ryerson,MIT/Art_and_Feminism_Wikipedia_Edit-a-thon,,,,,,,,Fathia,Nkrumah,,,,
Martha Wilson   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Martha_Wilson,1,689,689,FALSE,FALSE,200,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Martha_Wilson,"University_of_Michigan,_Ann_Arbor_District_Library/Ann_Arbor_Art_and_Feminism_Wikipedia_Edit-a-thon",,,,,,,,Faye,HeavyShield,,,,
Martha Visser't Hooft  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Martha_Visser't_Hooft,3,4419,4419,TRUE,FALSE,98,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-06-23&end=2099-01-01&project=en.wikipedia.org&pages=Martha_Visser't_Hooft,"Squeaky_Wheel/SQUEAKY_WHEEL_ART_AND_FEMINISM_'18_(Saturday,_June_23,_2018,_2-7pm)",,,,,,,,Faye,Tso,,,,
Martha Jackson Jarvis  ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Martha_Jackson_Jarvis,13,1020,862,FALSE,FALSE,1047,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-08&end=2099-01-01&project=en.wikipedia.org&pages=Martha_Jackson_Jarvis,CUAM/Boulder_CU_Art_Museum_ArtAndFeminism_2018,,,,,,,,Femke,Hiemstra,,,,
Martha Fleming   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Martha_Fleming,6,9278,9218,TRUE,FALSE,84,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Martha_Fleming,Belkin_Western_Front/Vancouver_ArtAndFeminism_2018_(March_2018),,,,,,,,Fiona,Tan,,,,
Martha Alf   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Martha_Alf,1,0,-8,FALSE,FALSE,121,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-26&end=2099-01-01&project=en.wikipedia.org&pages=Martha_Alf,WUSTL/STL_ArtandFeminism,,,,,,,,Firelei,Baez,,,,
Marnie McPhail   ,,0,en.wikipedia.org,https://en.wikipedia.org/wiki/Marnie_McPhail,1,837,837,FALSE,FALSE,3164,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-06&end=2099-01-01&project=en.wikipedia.org&pages=Marnie_McPhail,Wikipedia_Connection/Art_and_Feminism_2018_at_Ohio_State,,,,,,,,Flora,Nwapa,,,,
