Brenda Romero   ,,0,en.wikipedia.org,1,138,138,FALSE,FALSE,3944
Brent Wadden   ,,0,en.wikipedia.org,2,4776,4776,TRUE,FALSE,1116
Brian Bress   ,,0,en.wikipedia.org,1,63,63,FALSE,FALSE,684
Brian Keith Jackson  ,,0,en.wikipedia.org,1,51,51,TRUE,FALSE,668
Bridget Riley   ,,0,en.wikipedia.org,2,558,558,FALSE,FALSE,4753
Brigitte Blobel   ,,0,en.wikipedia.org,2,294,294,FALSE,FALSE,0
Bronwyn Lundberg   ,,0,en.wikipedia.org,2,384,384,FALSE,FALSE,20
Bruce Papas   ,,0,en.wikipedia.org,5,980,980,FALSE,FALSE,101
Buchi Emecheta   ,,0,en.wikipedia.org,3,810,810,FALSE,FALSE,38532
Bukola Oriola   ,,0,en.wikipedia.org,9,1404,1404,FALSE,FALSE,93
C. H. Collins Baker ,,0,en.wikipedia.org,1,0,-16,FALSE,FALSE,34
Cabot Lyford   ,,0,en.wikipedia.org,1,63,63,FALSE,FALSE,1057
Cai Jin   ,,0,en.wikipedia.org,2,286,286,FALSE,FALSE,1636
Caissie Levy   ,,0,en.wikipedia.org,1,165,165,FALSE,FALSE,9594
Camille Billops   ,,0,en.wikipedia.org,1,3,3,FALSE,FALSE,5090
Camille Henrot   ,,0,en.wikipedia.org,1,99,99,FALSE,FALSE,462
Camille Norment   ,,0,en.wikipedia.org,1,2260,2260,FALSE,FALSE,126
Camille Rankine   ,,0,en.wikipedia.org,3,615,615,FALSE,FALSE,171
Camille Turner   ,,0,en.wikipedia.org,1,0,-113,FALSE,FALSE,1080
Canan Tolon   ,,0,en.wikipedia.org,8,795,778,FALSE,FALSE,78
Candice Lin   ,,0,en.wikipedia.org,5,1789,1734,FALSE,FALSE,2547
Candida Alvarez   ,,0,en.wikipedia.org,1,4,4,FALSE,FALSE,1766
Candida Hofer   ,,0,en.wikipedia.org,2,328,328,FALSE,FALSE,12333
Candy Dawson Boyd  ,,0,en.wikipedia.org,1,44,44,FALSE,FALSE,94
Carl Robert Pope  ,,0,en.wikipedia.org,2,647,647,FALSE,FALSE,1128
Carla Accardi   ,,0,en.wikipedia.org,2,0,-159,FALSE,FALSE,318
Carla Gannis   ,,0,en.wikipedia.org,6,2562,2562,FALSE,FALSE,89
Carlota D. EspinoZa  ,,0,en.wikipedia.org,4,4327,4326,TRUE,FALSE,38
Carmen de Lavallade  ,,0,en.wikipedia.org,1,423,423,FALSE,FALSE,3082
Carmen Gimenez Smith  ,,0,en.wikipedia.org,2,187,187,FALSE,FALSE,2824
Carmen Reinhart   ,,0,en.wikipedia.org,4,812,812,FALSE,FALSE,17449
Carol Ann Carter  ,,0,en.wikipedia.org,4,3459,3295,TRUE,FALSE,44
Carol Flax   ,,0,en.wikipedia.org,9,6471,6455,TRUE,FALSE,48
Carol J. Adams  ,,0,en.wikipedia.org,1,101,101,FALSE,FALSE,1409
Carol Littleton   ,,0,en.wikipedia.org,1,348,348,FALSE,FALSE,396
Carol Wainio   ,,0,en.wikipedia.org,9,1635,1433,FALSE,FALSE,78
Carole Byard   ,,0,en.wikipedia.org,1,4,4,FALSE,FALSE,1642
Carole Caroompas   ,,0,en.wikipedia.org,1,182,182,FALSE,FALSE,69
Carole Frances Lung  ,,0,en.wikipedia.org,7,2481,2401,TRUE,FALSE,51
Carole Roussopoulos   ,,0,en.wikipedia.org,1,268,268,FALSE,FALSE,80
Carolee Schneemann   ,,0,en.wikipedia.org,1,102,102,FALSE,FALSE,79673
Caroline Barker   ,,0,en.wikipedia.org,1,54,54,FALSE,FALSE,1559
Caroline Bergvall   ,,0,en.wikipedia.org,1,133,133,FALSE,FALSE,182
Carolyn Castano   ,,0,en.wikipedia.org,4,759,759,FALSE,FALSE,28
Carolyn D. Wright  ,,0,en.wikipedia.org,1,302,302,FALSE,FALSE,505
Carolyn L. Mazloomi  ,,0,en.wikipedia.org,2,809,809,FALSE,FALSE,75
Carolyn Leigh (artist)  ,,0,en.wikipedia.org,4,4917,4843,TRUE,FALSE,24
Carrie Mae Weems  ,,0,en.wikipedia.org,1,0,-233,FALSE,FALSE,33766
Carter G. Woodson  ,,0,en.wikipedia.org,1,0,-1531,FALSE,FALSE,31470
Cassils (artist)   ,,0,en.wikipedia.org,4,290,290,FALSE,FALSE,760
Cate Marvin   ,,0,en.wikipedia.org,2,90,78,FALSE,FALSE,89
Catharina van Hemessen  ,,0,en.wikipedia.org,3,468,169,FALSE,FALSE,8566
Catherine Andras   ,,0,en.wikipedia.org,2,1807,1807,FALSE,FALSE,513
Catherine Christer Hennix  ,,0,en.wikipedia.org,3,613,613,FALSE,FALSE,304
Catherine Disher   ,,0,en.wikipedia.org,1,4,4,FALSE,FALSE,3015
Catherine Lacey (author)  ,,0,en.wikipedia.org,5,516,432,FALSE,FALSE,1098
Catherine Maude Nichols  ,,0,en.wikipedia.org,3,223,223,FALSE,FALSE,108
Catherine Taft   ,,0,en.wikipedia.org,2,275,116,FALSE,FALSE,33
Catherine Tharp Altvater  ,,0,en.wikipedia.org,1,190,190,FALSE,FALSE,64
Cathleen Falsani   ,,0,en.wikipedia.org,1,206,206,FALSE,FALSE,195
Cathy Busby   ,,0,en.wikipedia.org,3,1973,1973,FALSE,FALSE,56
Cauleen Smith   ,,0,en.wikipedia.org,1,1277,1277,FALSE,FALSE,3730
Ce Roser   ,,0,en.wikipedia.org,2,542,542,FALSE,FALSE,30
Cecile Abish   ,,0,en.wikipedia.org,3,1168,1168,FALSE,FALSE,113
Cecile Chong   ,,0,en.wikipedia.org,17,3039,2485,TRUE,FALSE,137
Cecile Emeke   ,,0,en.wikipedia.org,1,24,24,FALSE,FALSE,2649
Cecilia Paredes   ,,0,en.wikipedia.org,19,10842,10458,TRUE,FALSE,84
Celeste Ng   ,,0,en.wikipedia.org,1,785,785,FALSE,FALSE,14675
Celine Rattray   ,,0,en.wikipedia.org,19,4877,4867,TRUE,FALSE,539
Cellestine Hannemann   ,,0,en.wikipedia.org,1,243,243,FALSE,FALSE,34
Cephas Narh Omenyo  ,,0,en.wikipedia.org,4,868,868,TRUE,FALSE,58
Cesar Moro   ,,0,en.wikipedia.org,2,4596,4596,FALSE,FALSE,153
Cey Adams   ,,0,en.wikipedia.org,1,54,54,FALSE,FALSE,2738
Chantal Akerman   ,,0,en.wikipedia.org,2,375,375,FALSE,FALSE,40144
Chantal Zakari   ,,0,en.wikipedia.org,3,108,-31,FALSE,FALSE,115
Charles Babbage   ,,0,en.wikipedia.org,1,0,-135,FALSE,FALSE,1107807
Charles de Tolnay  ,,0,en.wikipedia.org,1,0,-10,FALSE,FALSE,111
Charles Herbert Moore  ,,0,en.wikipedia.org,1,0,-22,FALSE,FALSE,71
Charles L. Shearer  ,,0,en.wikipedia.org,2,182,98,FALSE,FALSE,385
Charles Partridge Adams  ,,0,en.wikipedia.org,1,4,4,FALSE,FALSE,114
Charles Wilbert White  ,,0,en.wikipedia.org,1,180,180,FALSE,FALSE,1256
Charline Arthur   ,,0,en.wikipedia.org,1,981,981,FALSE,FALSE,190
Charlotte Eyerman   ,,0,en.wikipedia.org,4,214,198,FALSE,FALSE,275
Charlotte Frank   ,,0,en.wikipedia.org,2,0,-12,FALSE,FALSE,75
Charlotte Hawkins Brown  ,,0,en.wikipedia.org,4,1583,1151,FALSE,FALSE,15020
Charlotte Lily Baidoo  ,,0,en.wikipedia.org,6,740,702,TRUE,FALSE,34
Charlotte Marsh   ,,0,en.wikipedia.org,1,297,297,FALSE,FALSE,524
Charlotte Perkins Gilman  ,,0,en.wikipedia.org,1,1483,1483,FALSE,FALSE,13968
Charlotte Perriand   ,,0,en.wikipedia.org,2,1083,1083,FALSE,FALSE,2077
Charlotte Salomon   ,,0,en.wikipedia.org,1,379,379,FALSE,FALSE,4212
Charlotte Schreiber   ,,0,en.wikipedia.org,2,227,227,FALSE,FALSE,121
Charmaine Nelson   ,,0,en.wikipedia.org,1,8267,8267,TRUE,FALSE,117
Chavela Vargas   ,,0,en.wikipedia.org,1,164,164,FALSE,FALSE,16152
Chayito Valdez   ,,0,en.wikipedia.org,1,128,128,FALSE,FALSE,1909
Che Baraka   ,,0,en.wikipedia.org,1,148,148,FALSE,FALSE,19
Cheena Marie Lo  ,,0,en.wikipedia.org,3,360,360,FALSE,FALSE,57
Cheri Gaulke   ,,0,en.wikipedia.org,1,1037,1037,FALSE,FALSE,70
Cheryl L'Hirondelle   ,,0,en.wikipedia.org,1,2,2,FALSE,FALSE,105
Cheyanne turions   ,,0,en.wikipedia.org,7,3526,3487,TRUE,FALSE,134
Chika Ike   ,,0,en.wikipedia.org,2,81,81,FALSE,FALSE,2752
Chika Unigwe   ,,0,en.wikipedia.org,5,1149,1148,FALSE,FALSE,6516
Chimamanda Ngozi Adichie  ,,0,en.wikipedia.org,6,520,520,FALSE,FALSE,535097
Ching Shih   ,,0,en.wikipedia.org,1,1823,1823,FALSE,FALSE,97843
Chinwe Ezeani nwogo  ,,0,en.wikipedia.org,2,51,51,TRUE,FALSE,1
Chinwe Nwogo Ezeani  ,,0,en.wikipedia.org,5,7406,7398,TRUE,FALSE,502
Chinyere Kalu   ,,0,en.wikipedia.org,1,0,-1,FALSE,FALSE,317
Chioma Ajunwa   ,,0,en.wikipedia.org,2,1,1,FALSE,FALSE,1148
Chioma Chukwuka   ,,0,en.wikipedia.org,1,0,-2,FALSE,FALSE,3533
Chitra Ganesh   ,,0,en.wikipedia.org,1,63,63,FALSE,FALSE,4094
Chris Ngige   ,,0,en.wikipedia.org,2,29,29,FALSE,FALSE,27478
Chris Ofili   ,,0,en.wikipedia.org,1,22,22,FALSE,FALSE,3205
Chris Ware   ,,0,en.wikipedia.org,1,63,63,FALSE,FALSE,25066
Chrissy Metz   ,,0,en.wikipedia.org,1,0,0,FALSE,FALSE,71049
Christi Belcourt   ,,0,en.wikipedia.org,2,0,-399,FALSE,FALSE,1506
Christina Angelina   ,,0,en.wikipedia.org,1,145,145,FALSE,FALSE,1522
Christina Battle   ,,0,en.wikipedia.org,2,13137,13137,TRUE,FALSE,322
Christina Knight   ,,0,en.wikipedia.org,5,6313,6233,FALSE,FALSE,1348
Christina Stojanova   ,,0,en.wikipedia.org,1,0,-52,FALSE,FALSE,40
Christine Ballengee-Morris   ,,0,en.wikipedia.org,1,1073,1073,TRUE,FALSE,314
Christine McHorse   ,,0,en.wikipedia.org,1,554,554,FALSE,FALSE,252
Christy Essien-Igbokwe   ,,0,en.wikipedia.org,1,0,-85,FALSE,FALSE,21900
Christy Hui   ,,0,en.wikipedia.org,2,3062,3062,FALSE,FALSE,2013
Chu Teh-Chun   ,,0,en.wikipedia.org,1,2164,2164,FALSE,FALSE,269
Cilia Sawadogo   ,,0,en.wikipedia.org,1,2902,2902,TRUE,FALSE,88
Cindy Sherman   ,,0,en.wikipedia.org,1,0,-74,FALSE,FALSE,215884
Cindy Shih   ,,0,en.wikipedia.org,4,3806,3799,TRUE,FALSE,364
Claire Barclay   ,,0,en.wikipedia.org,1,2304,2304,FALSE,FALSE,1238
Claire Bishop   ,,0,en.wikipedia.org,2,1203,1203,FALSE,FALSE,747
Claire Holt (art historian) ,,0,en.wikipedia.org,3,1287,1287,FALSE,FALSE,191
Clara Chu   ,,0,en.wikipedia.org,2,2186,2186,TRUE,FALSE,543
Clara de Hirsch  ,,0,en.wikipedia.org,1,207,207,FALSE,FALSE,119
Clara Mairs   ,,0,en.wikipedia.org,1,52,52,FALSE,FALSE,707
Clara Seley   ,,0,en.wikipedia.org,1,398,398,FALSE,FALSE,509
Clara Southern   ,,0,en.wikipedia.org,1,1019,1019,FALSE,FALSE,153
Clare Abbott (artist)  ,,0,en.wikipedia.org,1,1,1,FALSE,FALSE,161
Clare Azzopardi   ,,0,en.wikipedia.org,10,5439,3992,FALSE,FALSE,1242
Clarice McLean   ,,0,en.wikipedia.org,3,566,566,FALSE,FALSE,108
Clarion Chukwura   ,,0,en.wikipedia.org,2,265,265,FALSE,FALSE,1823
Clarissa Sligh   ,,0,en.wikipedia.org,1,54,54,FALSE,FALSE,1532
Claude Cahun   ,,0,en.wikipedia.org,7,145,-222,FALSE,FALSE,50509
Claudia Andujar   ,,0,en.wikipedia.org,1,108,108,FALSE,FALSE,4094
Claudia Hart   ,,0,en.wikipedia.org,1,586,586,FALSE,FALSE,1117
Claudia Rowe   ,,0,en.wikipedia.org,1,264,264,FALSE,FALSE,238
Claudy Jongstra   ,,0,en.wikipedia.org,4,3126,3056,TRUE,FALSE,110
Clementine Hunter   ,,0,en.wikipedia.org,1,504,504,FALSE,FALSE,1592
Clifford Owens   ,,0,en.wikipedia.org,1,36,36,FALSE,FALSE,1316
Clinton and Russell  ,,0,en.wikipedia.org,1,1,1,FALSE,FALSE,519
Coco Fusco   ,,0,en.wikipedia.org,1,109,109,FALSE,FALSE,51683
Colin Kaepernick   ,,0,en.wikipedia.org,1,96,96,FALSE,FALSE,95521
Colleen Heslin   ,,0,en.wikipedia.org,2,305,301,FALSE,FALSE,655
Collier Schorr   ,,0,en.wikipedia.org,12,25800,25788,FALSE,FALSE,7878
Concetta Scaravaglione   ,,0,en.wikipedia.org,1,4085,4085,FALSE,FALSE,57
Connie Fife   ,,0,en.wikipedia.org,1,14,14,FALSE,FALSE,178
Conrad Anker   ,,0,en.wikipedia.org,1,4,4,FALSE,FALSE,27327
Constance DeJong (writer)  ,,0,en.wikipedia.org,1,523,523,FALSE,FALSE,234
Constance Mary Pott  ,,0,en.wikipedia.org,2,498,498,TRUE,FALSE,337
Constance Phillott   ,,0,en.wikipedia.org,4,883,883,FALSE,FALSE,28
Cordy Ryman   ,,0,en.wikipedia.org,1,4,4,FALSE,FALSE,124
Coreen Simpson   ,,0,en.wikipedia.org,1,704,704,FALSE,FALSE,1228
Corinne Whitaker   ,,0,en.wikipedia.org,1,0,-44,FALSE,FALSE,34
Corita Kent   ,,0,en.wikipedia.org,1,328,328,FALSE,FALSE,38983
Cornelia Wyngaarden   ,,0,en.wikipedia.org,11,9042,6581,TRUE,FALSE,123
Corner Brook   ,,0,en.wikipedia.org,1,0,-64,FALSE,FALSE,2834
Cory Buckner   ,,0,en.wikipedia.org,1,41,41,FALSE,FALSE,33
Cristina Caprioli   ,,0,en.wikipedia.org,3,2384,2263,FALSE,FALSE,20
Cristy Road   ,,0,en.wikipedia.org,1,1233,1233,FALSE,FALSE,1999
Crystal Shawanda   ,,0,en.wikipedia.org,11,2300,2113,FALSE,FALSE,1326
Cupcakke    ,,0,en.wikipedia.org,1,156,156,FALSE,FALSE,52277
Cynthia Charlotte Moon  ,,0,en.wikipedia.org,8,4676,4676,TRUE,FALSE,406
Cynthia Morgan   ,,0,en.wikipedia.org,1,75,75,FALSE,FALSE,2389
Cyrilla Mozenter   ,,0,en.wikipedia.org,1,144,144,FALSE,FALSE,192
Dahomey Amazons   ,,0,en.wikipedia.org,1,259,259,FALSE,FALSE,66045
Dai Jinhua   ,,0,en.wikipedia.org,2,4345,4345,FALSE,FALSE,125
Dainik Bangla   ,,0,en.wikipedia.org,2,4248,4248,TRUE,FALSE,66
Daisy Douglas Barr  ,,0,en.wikipedia.org,3,532,532,FALSE,FALSE,515
Dakore Akande   ,,0,en.wikipedia.org,1,0,0,FALSE,FALSE,15243
Dan Corson   ,,0,en.wikipedia.org,1,63,63,FALSE,FALSE,683
Dan Zahavi   ,,0,en.wikipedia.org,2,101,5,FALSE,FALSE,738
Dana Claxton   ,,0,en.wikipedia.org,1,1,1,FALSE,FALSE,203
Dana Frankfort   ,,0,en.wikipedia.org,8,2414,2127,FALSE,FALSE,59
Dana Hoey   ,,0,en.wikipedia.org,4,1861,1684,FALSE,FALSE,62
Dana Schutz   ,,0,en.wikipedia.org,1,63,63,FALSE,FALSE,13987
Dancenoise    ,,0,en.wikipedia.org,3,563,563,FALSE,FALSE,38
Danielle de St. Jorre ,,0,en.wikipedia.org,10,2926,2915,FALSE,FALSE,79
Danitra Vance   ,,0,en.wikipedia.org,3,1769,1769,FALSE,FALSE,13770
Danzy Senna   ,,0,en.wikipedia.org,3,2480,2480,FALSE,FALSE,993
Daphne Odjig   ,,0,en.wikipedia.org,2,218,218,FALSE,FALSE,866
Daphne Oram   ,,0,en.wikipedia.org,13,5432,5396,FALSE,FALSE,7860
Dara Friedman   ,,0,en.wikipedia.org,6,9614,9324,TRUE,FALSE,780
Darcy Padilla   ,,0,en.wikipedia.org,2,220,184,FALSE,FALSE,109
Dasha Zhukova   ,,0,en.wikipedia.org,1,1,1,FALSE,FALSE,19610
Dat So La Lee ,,0,en.wikipedia.org,1,97,97,FALSE,FALSE,257
Davi Cheng   ,,0,en.wikipedia.org,1,25,25,FALSE,FALSE,54
David B. Yoffie  ,,0,en.wikipedia.org,1,0,-1728,FALSE,FALSE,144
David Bomberg   ,,0,en.wikipedia.org,1,50,50,FALSE,FALSE,2207
David Carritt   ,,0,en.wikipedia.org,1,94,94,FALSE,FALSE,57
David Hasselhoff   ,,0,en.wikipedia.org,1,2,2,FALSE,FALSE,196163
David Heatley   ,,0,en.wikipedia.org,1,80,80,FALSE,FALSE,82
David Hockney   ,,0,en.wikipedia.org,1,120,120,FALSE,FALSE,32324
David Horvitz   ,,0,en.wikipedia.org,1,66,66,FALSE,FALSE,3158
David Huffman (artist)  ,,0,en.wikipedia.org,1,1,1,FALSE,FALSE,241
Davida Allen   ,,0,en.wikipedia.org,2,2888,2888,FALSE,FALSE,312
Dawn Clements   ,,0,en.wikipedia.org,1,148,148,FALSE,FALSE,138
Dawn Lundy Martin  ,,0,en.wikipedia.org,1,302,302,FALSE,FALSE,110
Deana Lawson   ,,0,en.wikipedia.org,1,1154,1154,FALSE,FALSE,12634
Deb Verhoeven   ,,0,en.wikipedia.org,6,1011,1011,FALSE,FALSE,103
Debbie Millman   ,,0,en.wikipedia.org,3,2354,2354,FALSE,FALSE,2540
Debi Mazar   ,,0,en.wikipedia.org,1,426,426,FALSE,FALSE,44392
Deborah Elliott Deutschman  ,,0,en.wikipedia.org,1,184,184,FALSE,FALSE,25
Deborah Grant (artist)  ,,0,en.wikipedia.org,1,519,519,FALSE,FALSE,118
Deborah Kass   ,,0,en.wikipedia.org,10,774,774,FALSE,FALSE,357
Deborah Luster   ,,0,en.wikipedia.org,3,747,747,FALSE,FALSE,0
Deborah Margo   ,,0,en.wikipedia.org,1,4800,4800,TRUE,FALSE,23
Debra Bloomfield   ,,0,en.wikipedia.org,1,141,141,FALSE,FALSE,30
Debra Fischer   ,,0,en.wikipedia.org,2,117,112,FALSE,FALSE,428
Debra Sparrow   ,,0,en.wikipedia.org,1,81,81,FALSE,FALSE,2194
Dede Allen   ,,0,en.wikipedia.org,1,475,475,FALSE,FALSE,837
Delia Akeley   ,,0,en.wikipedia.org,3,642,642,FALSE,FALSE,300
Delmira Agustini   ,,0,en.wikipedia.org,1,0,-350,FALSE,FALSE,0
Delores S. Williams  ,,0,en.wikipedia.org,1,44,44,FALSE,FALSE,4943
Delree Dumont   ,,0,en.wikipedia.org,4,59,-162,FALSE,FALSE,16
Delta Goodrem   ,,0,en.wikipedia.org,2,836,836,FALSE,FALSE,151086
Delta Solar   ,,0,en.wikipedia.org,1,0,-45,FALSE,FALSE,189
Denise L'Estrange   ,,0,en.wikipedia.org,1,38,38,TRUE,FALSE,1
Denise L'Estrange-Corbet   ,,0,en.wikipedia.org,3,1576,1576,FALSE,FALSE,102
Denise Scott Brown  ,,0,en.wikipedia.org,2,138,122,FALSE,FALSE,0
Denise Wallace   ,,0,en.wikipedia.org,3,533,508,FALSE,FALSE,41
Dextra Quotskuyva   ,,0,en.wikipedia.org,5,1965,1965,FALSE,FALSE,106
Diamond Platnumz   ,,0,en.wikipedia.org,1,0,-5,FALSE,FALSE,0
Diana al-Hadid   ,,0,en.wikipedia.org,1,63,63,FALSE,FALSE,12285
Diana Hansen-Young   ,,0,en.wikipedia.org,2,823,823,FALSE,FALSE,255
Diana Leblanc   ,,0,en.wikipedia.org,1,184,184,FALSE,FALSE,312
Diana Rowntree   ,,0,en.wikipedia.org,1,90,90,FALSE,FALSE,22
Diana Scultori   ,,0,en.wikipedia.org,2,302,160,FALSE,FALSE,1432
Diane Arbus   ,,0,en.wikipedia.org,11,2294,2167,FALSE,FALSE,333807
Diane di Prima  ,,0,en.wikipedia.org,1,1568,1568,FALSE,FALSE,1304
Dildar Hossain Selim  ,,0,en.wikipedia.org,1,1245,1245,TRUE,FALSE,28
Dimi Mint Abba  ,,0,en.wikipedia.org,2,1880,1880,FALSE,FALSE,1127
Divya Mehra   ,,0,en.wikipedia.org,1,443,443,FALSE,FALSE,1956
Dixon Place   ,,0,en.wikipedia.org,1,36,36,FALSE,FALSE,180
DJ Rekha   ,,0,en.wikipedia.org,6,1731,1731,FALSE,FALSE,389
Dodie Bellamy   ,,0,en.wikipedia.org,1,212,212,FALSE,FALSE,252
Dolly Nampijinpa Daniels  ,,0,en.wikipedia.org,1,250,250,FALSE,FALSE,62
Dolores Dembus Bittleman  ,,0,en.wikipedia.org,2,92,92,FALSE,FALSE,29
Dominique Bagouet   ,,0,en.wikipedia.org,1,0,-46,FALSE,FALSE,74
Dominique Gonzalez-Foerster   ,,0,en.wikipedia.org,1,12,12,FALSE,FALSE,598
Donald Burgy   ,,0,en.wikipedia.org,1,0,0,FALSE,FALSE,56
Donald W. Pfaff  ,,0,en.wikipedia.org,3,119,-229,FALSE,FALSE,71
Donna Dennis   ,,0,en.wikipedia.org,1,991,991,FALSE,FALSE,48
Donnie Darko   ,,0,en.wikipedia.org,1,1288,1288,FALSE,FALSE,99333
Dora Akunyili   ,,0,en.wikipedia.org,1,31,31,FALSE,FALSE,39256
Dora Budor   ,,0,en.wikipedia.org,5,4790,3672,FALSE,FALSE,157
Dora Milaje   ,,0,en.wikipedia.org,2,75,75,FALSE,FALSE,141570
Doris de Pont  ,,0,en.wikipedia.org,5,243,242,FALSE,FALSE,386
Doris Lessing   ,,0,en.wikipedia.org,1,2558,2558,FALSE,FALSE,19314
Dorothea Lange   ,,0,en.wikipedia.org,1,299,299,FALSE,FALSE,48959
Dorothea Lasky   ,,0,en.wikipedia.org,1,188,188,FALSE,FALSE,503
Dorothea Tanning   ,,0,en.wikipedia.org,1,190,190,FALSE,FALSE,66231
Dorothy Caldwell   ,,0,en.wikipedia.org,1,183,183,FALSE,FALSE,57
Dorothy Cross   ,,0,en.wikipedia.org,1,138,138,FALSE,FALSE,192
Dorothy Vaughan   ,,0,en.wikipedia.org,1,66,66,FALSE,FALSE,26151
Dotawo    ,,0,en.wikipedia.org,1,0,-133,FALSE,FALSE,110
Douglas Obelisk   ,,0,en.wikipedia.org,1,1807,1807,FALSE,FALSE,0
Dr. Charles Smith  ,,0,en.wikipedia.org,2,85,85,FALSE,FALSE,785
Drew Heitzler   ,,0,en.wikipedia.org,1,4,4,FALSE,FALSE,335
Dudley Dudley (politician)  ,,0,en.wikipedia.org,1,258,258,FALSE,FALSE,496
Duduka da Fonseca  ,,0,en.wikipedia.org,1,4,4,FALSE,FALSE,196
Dustin Milligan   ,,0,en.wikipedia.org,1,0,0,FALSE,FALSE,0
Ebony G. Patterson  ,,0,en.wikipedia.org,1,29,29,TRUE,FALSE,6
Ebony Patterson   ,,0,en.wikipedia.org,4,936,936,FALSE,FALSE,5645
Ebube Nwagbo   ,,0,en.wikipedia.org,4,1126,1126,FALSE,FALSE,809
Ed Darack   ,,0,en.wikipedia.org,2,0,-1119,FALSE,FALSE,324
Eddie Durham   ,,0,en.wikipedia.org,2,417,417,FALSE,FALSE,386
Edgar Arceneaux   ,,0,en.wikipedia.org,1,63,63,FALSE,FALSE,1460
Edgar Wind   ,,0,en.wikipedia.org,1,0,-12,FALSE,FALSE,356
Edict of Potsdam  ,,0,en.wikipedia.org,1,26,26,FALSE,FALSE,1455
Edith Abbott   ,,0,en.wikipedia.org,3,2733,2733,FALSE,FALSE,2575
Edith Barry   ,,0,en.wikipedia.org,1,20,20,FALSE,FALSE,31
Edith Carr   ,,0,en.wikipedia.org,1,1462,1462,FALSE,FALSE,189
Edith Clifford Williams  ,,0,en.wikipedia.org,4,8,-39,FALSE,FALSE,61
Edith Dekyndt   ,,0,en.wikipedia.org,1,469,469,FALSE,FALSE,64
Edith Halpert   ,,0,en.wikipedia.org,4,1364,1364,FALSE,FALSE,245
Edith Hillinger   ,,0,en.wikipedia.org,1,128,128,FALSE,FALSE,459
Edith Northman   ,,0,en.wikipedia.org,1,41,41,FALSE,FALSE,30
Edith Standen   ,,0,en.wikipedia.org,1,0,-12,FALSE,FALSE,32
Edith Watson   ,,0,en.wikipedia.org,2,180,138,FALSE,FALSE,118
Edith Windsor   ,,0,en.wikipedia.org,1,81,81,FALSE,FALSE,2779
Edith Woodman Burroughs  ,,0,en.wikipedia.org,1,637,637,FALSE,FALSE,51
Edmonia Lewis   ,,0,en.wikipedia.org,1,410,410,FALSE,FALSE,52199
Edna Deakin   ,,0,en.wikipedia.org,1,41,41,FALSE,FALSE,226
Edna Manley   ,,0,en.wikipedia.org,1,195,195,FALSE,FALSE,27595
Edward Warburg   ,,0,en.wikipedia.org,1,14,14,FALSE,FALSE,178
Edwidge Danticat   ,,0,en.wikipedia.org,6,189,189,FALSE,FALSE,57527
Efva Lilja   ,,0,en.wikipedia.org,2,1880,1880,FALSE,FALSE,43
Eileen Abdul-Rashid   ,,0,en.wikipedia.org,2,1546,1543,FALSE,FALSE,767
Eileen Myles   ,,0,en.wikipedia.org,1,355,355,FALSE,FALSE,55979
Eku Edewor   ,,0,en.wikipedia.org,1,1,1,FALSE,FALSE,849
Ekua Holmes   ,,0,en.wikipedia.org,1,207,207,FALSE,FALSE,229
El Kazovsky   ,,0,en.wikipedia.org,1,349,349,FALSE,FALSE,164
Elaine de Kooning  ,,0,en.wikipedia.org,2,615,597,FALSE,FALSE,62242
Elaine M. Goodwin  ,,0,en.wikipedia.org,1,4831,4831,FALSE,FALSE,76
Elaine Reichek   ,,0,en.wikipedia.org,1,419,419,FALSE,FALSE,807
Eleanor Antin   ,,0,en.wikipedia.org,1,94,94,FALSE,FALSE,715
Eleanor D. Wilson  ,,0,en.wikipedia.org,4,3088,3080,TRUE,FALSE,74
Eleanor Milne   ,,0,en.wikipedia.org,5,2836,2836,FALSE,FALSE,33
Eleanor Raymond   ,,0,en.wikipedia.org,1,429,429,FALSE,FALSE,275
Eleanor Tufts   ,,0,en.wikipedia.org,2,0,-28,FALSE,FALSE,56
Eleanor Vere Boyle  ,,0,en.wikipedia.org,4,3960,2524,FALSE,FALSE,193
Eleeshushe Parr   ,,0,en.wikipedia.org,13,7663,7517,TRUE,FALSE,439
Eli Verschleiser   ,,0,en.wikipedia.org,1,46,46,FALSE,FALSE,193
Elia Alba   ,,0,en.wikipedia.org,1,601,601,FALSE,FALSE,1632
Elias Wakan   ,,0,en.wikipedia.org,1,224,224,FALSE,FALSE,14
Elinor Ostrom   ,,0,en.wikipedia.org,20,9112,9112,FALSE,FALSE,23778
Elisabet Ney   ,,0,en.wikipedia.org,2,53,53,FALSE,FALSE,2926
Elisabeth Dhanens   ,,0,en.wikipedia.org,1,0,-16,FALSE,FALSE,35
Elisabeth Elliot   ,,0,en.wikipedia.org,1,4,4,FALSE,FALSE,5822
Elizabeth Angrnaqquaq   ,,0,en.wikipedia.org,1,1972,1972,FALSE,FALSE,44
Elizabeth Axtman   ,,0,en.wikipedia.org,1,236,236,FALSE,FALSE,328
Elizabeth Blackadder   ,,0,en.wikipedia.org,1,2676,2676,FALSE,FALSE,1315
Elizabeth Blackburn   ,,0,en.wikipedia.org,1,503,503,FALSE,FALSE,99171
Elizabeth Branch   ,,0,en.wikipedia.org,1,40,40,FALSE,FALSE,2331
Elizabeth Brim   ,,0,en.wikipedia.org,2,229,229,FALSE,FALSE,266
