name,name_2,wiki,url,edit_count,characters_added,references_added,new,deleted,pageviews,pageviews_link,course_slug,,,,,,,,title,,,,,
Iona Rozeal Brown  ,Iona Rozeal Brown,en.wikipedia.org,https://en.wikipedia.org/wiki/Iona_Rozeal_Brown,5,1317,651,FALSE,FALSE,2036,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-03&end=2099-01-01&project=en.wikipedia.org&pages=Iona_Rozeal_Brown,Lamar_Dodd_School_of_Art_and_Georgia_Museum_of_Art/Art_and_Feminism_UGA,,,,,,,,Lilias,Farley,,,,
Iole de Freitas  ,Iole de Freitas,en.wikipedia.org,https://en.wikipedia.org/wiki/Iole_de_Freitas,3,3271,1965,FALSE,FALSE,508,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Iole_de_Freitas,Purchase/Purchase_ArtandFeminism_2018,,,,,,,,Lilias,Torrance,Newton,,,
Intisar Abioto   ,Intisar Abioto,en.wikipedia.org,https://en.wikipedia.org/wiki/Intisar_Abioto,11,54,16,FALSE,FALSE,96,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Intisar_Abioto,Pacific_Northwest_College_of_Art/PNCA_ArtAndFeminism2018,,,,,,,,Lilibeth,Cuenca,Rasmussen,,,
Ini Edo   ,Ini Edo,en.wikipedia.org,https://en.wikipedia.org/wiki/Ini_Edo,4,437,437,FALSE,FALSE,7273,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Ini_Edo,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Lillian,Bertha,Jones,Horace,,
Ingrid Daubechies   ,Ingrid Daubechies,en.wikipedia.org,https://en.wikipedia.org/wiki/Ingrid_Daubechies,2,705,705,FALSE,FALSE,1757,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-29&end=2099-01-01&project=en.wikipedia.org&pages=Ingrid_Daubechies,University_of_New_Hampshire/UNH_Art_and_Feminism_2018_Wikipedia_Edit-a-thon,,,,,,,,Lillian,Mary,Nabulime,,,
Inge Morath   ,Inge Morath,en.wikipedia.org,https://en.wikipedia.org/wiki/Inge_Morath,1,0,-46,FALSE,FALSE,34772,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Inge_Morath,Cleveland_Museum_of_Art_Ingalls_Library/CLE_CMA_ArtandFeminism_2018,,,,,,,,Lillian,Tibatemwa-Ekirikubinza,,,,
Inez Milholland   ,Inez Milholland,en.wikipedia.org,https://en.wikipedia.org/wiki/Inez_Milholland,1,0,0,FALSE,FALSE,2135,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-11&end=2099-01-01&project=en.wikipedia.org&pages=Inez_Milholland,Visual_Art_Library/VAL_ArtAndFeminism2017,,,,,,,,Lilly,Fenichel,,,,
Indira Gandhi   ,Indira Gandhi,en.wikipedia.org,https://en.wikipedia.org/wiki/Indira_Gandhi,1,4,4,FALSE,FALSE,267292,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Indira_Gandhi,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Lily,Burana,,,,
Indira Allegra   ,Indira Allegra,en.wikipedia.org,https://en.wikipedia.org/wiki/Indira_Allegra,1,541,541,FALSE,FALSE,391,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-26&end=2099-01-01&project=en.wikipedia.org&pages=Indira_Allegra,University_of_Minnesota/U_of_M_Libraries_ArtAndFeminism_2018,,,,,,,,Lily,Isabel,Maude,Addison,,
Ina D. D. Uhthoff ,Ina D. D. Uhthoff,en.wikipedia.org,https://en.wikipedia.org/wiki/Ina_D._D._Uhthoff,3,1062,1062,FALSE,FALSE,10,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-16&end=2099-01-01&project=en.wikipedia.org&pages=Ina_D._D._Uhthoff,Burnaby_Art_Gallery/Burnaby_Art_Gallery_ArtAndFeminism_2018,,,,,,,,Lily,Yam,,,,
Ilse Bing   ,Ilse Bing,en.wikipedia.org,https://en.wikipedia.org/wiki/Ilse_Bing,2,1510,1510,FALSE,FALSE,7586,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Ilse_Bing,"CAI/Edit-A-Thon_2018_(Sunday,_March_4)",,,,,,,,Lily,Yeats,,,,
Ijeoma Oluo   ,Ijeoma Oluo,en.wikipedia.org,https://en.wikipedia.org/wiki/Ijeoma_Oluo,1,30,30,FALSE,FALSE,88350,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-02-11&end=2099-01-01&project=en.wikipedia.org&pages=Ijeoma_Oluo,OCLC/Art_and_Feminism_at_WebJunction,,,,,,,,Lin,Emery,,,,
Ifeoma Onyefulu   ,Ifeoma Onyefulu,en.wikipedia.org,https://en.wikipedia.org/wiki/Ifeoma_Onyefulu,6,789,789,FALSE,FALSE,71,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Ifeoma_Onyefulu,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Lin,Tianmiao,,,,
Ifeoma Okoye   ,Ifeoma Okoye,en.wikipedia.org,https://en.wikipedia.org/wiki/Ifeoma_Okoye,1,39,39,FALSE,FALSE,378,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Ifeoma_Okoye,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Lina,Condes,,,,
Idemili South   ,Idemili South,en.wikipedia.org,https://en.wikipedia.org/wiki/Idemili_South,1,75,75,FALSE,FALSE,770,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Idemili_South,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Lina,Wertmüller,,,,
Idania del Rio  ,Idania del Rio,en.wikipedia.org,https://en.wikipedia.org/wiki/Idania_del_Rio,1,46,46,TRUE,FALSE,0,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-01&end=2099-01-01&project=en.wikipedia.org&pages=Idania_del_Rio,William_and_Mary_Libraries/Art_and_Feminism_Wikipedia_Edit-a-thon_(April_10th-11th),,,,,,,,Linda,Connor,,,,
Ida Laura Pfeiffer  ,Ida Laura Pfeiffer,en.wikipedia.org,https://en.wikipedia.org/wiki/Ida_Laura_Pfeiffer,1,1,1,FALSE,FALSE,892,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-01-18&end=2099-01-01&project=en.wikipedia.org&pages=Ida_Laura_Pfeiffer,Montana_State_University/Bozeman_ArtAndFeminism_2018,,,,,,,,Linda,Goode,Bryant,,,
Ida B. Wells  ,Ida B. Wells,en.wikipedia.org,https://en.wikipedia.org/wiki/Ida_B._Wells,2,121,121,FALSE,FALSE,445658,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Ida_B._Wells,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Linda,Ikeji,,,,
Ibn al-Mustawfi   ,Ibn al-Mustawfi,en.wikipedia.org,https://en.wikipedia.org/wiki/Ibn_al-Mustawfi,1,103,103,FALSE,FALSE,1163,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Ibn_al-Mustawfi,Wikimedians_of_Nepal/Wiki_Women_Edit-a-thon_2018,,,,,,,,Linda,Lindeberg,,,,
Ibeyi    ,Ibeyi,en.wikipedia.org,https://en.wikipedia.org/wiki/Ibeyi,2,270,270,FALSE,FALSE,12705,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-13&end=2099-01-01&project=en.wikipedia.org&pages=Ibeyi,Maryland_Institute_College_of_Art/Art_and_Feminism_MICA,,,,,,,,Linda,Lindroth,,,,
Humayun Azad   ,Humayun Azad,en.wikipedia.org,https://en.wikipedia.org/wiki/Humayun_Azad,1,0,-51,FALSE,FALSE,1166,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Humayun_Azad,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,Linda,Nochlin,,,,
Humaira Abid   ,Humaira Abid,en.wikipedia.org,https://en.wikipedia.org/wiki/Humaira_Abid,2,1719,1719,FALSE,FALSE,68,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-05-02&end=2099-01-01&project=en.wikipedia.org&pages=Humaira_Abid,"Jacob_Lawrence_Gallery/Art_Now_Sections_Wikipedia_Edit-a-Thon_(May_2,_2018)",,,,,,,,Lindsey,Gray-Walton,,,,
Hugh Auchincloss Steers  ,Hugh Auchincloss Steers,en.wikipedia.org,https://en.wikipedia.org/wiki/Hugh_Auchincloss_Steers,1,63,63,FALSE,FALSE,7191,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Hugh_Auchincloss_Steers,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,LinYee,Yuan,,,,
Huda Sha'arawi   ,Huda Sha'arawi,en.wikipedia.org,https://en.wikipedia.org/wiki/Huda_Sha'arawi,2,28,28,FALSE,FALSE,1259,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Huda_Sha'arawi,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Lisa,Adams,,,,
Hu Yanyan   ,Hu Yanyan,en.wikipedia.org,https://en.wikipedia.org/wiki/Hu_Yanyan,7,3335,1886,TRUE,FALSE,51,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Hu_Yanyan,Hong_Kong_Libraries_Connect/HKLC_ArtAndFeminism_2018,,,,,,,,Lisa,Edelstein,,,,
Howardena Pindell   ,Howardena Pindell,en.wikipedia.org,https://en.wikipedia.org/wiki/Howardena_Pindell,1,141,141,FALSE,FALSE,14130,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Howardena_Pindell,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Lisa,Frank,,,,
Howard Hibbard   ,Howard Hibbard,en.wikipedia.org,https://en.wikipedia.org/wiki/Howard_Hibbard,1,0,-16,FALSE,FALSE,51,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Howard_Hibbard,MIT/Art_and_Feminism_Wikipedia_Edit-a-thon,,,,,,,,Lisa,Hoke,,,,
Hossain Toufique Imam  ,Hossain Toufique Imam,en.wikipedia.org,https://en.wikipedia.org/wiki/Hossain_Toufique_Imam,1,362,362,FALSE,FALSE,612,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Hossain_Toufique_Imam,Triangle_Arts_Association/BLT_hosts_Art_and_Feminism_2018_at_Triangle,,,,,,,,Lisa,Larson,,,,
Hortense Mattice Gordon  ,Hortense Mattice Gordon,en.wikipedia.org,https://en.wikipedia.org/wiki/Hortense_Mattice_Gordon,1,29,29,TRUE,FALSE,1,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-17&end=2099-01-01&project=en.wikipedia.org&pages=Hortense_Mattice_Gordon,National_Museum_of_Women_in_the_Arts/DC_NMWA_ArtAndFeminism_2018,,,,,,,,Lisa,Moore,(writer),,,
Honor Ford-Smith   ,Honor Ford-Smith,en.wikipedia.org,https://en.wikipedia.org/wiki/Honor_Ford-Smith,1,348,348,FALSE,FALSE,1591,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Honor_Ford-Smith,VIU/VIU_Library_Edit-a-thon_for_Women's_History_Month,,,,,,,,Lisa,Park,(artist),,,
Hong Sook-ja   ,Hong Sook-ja,en.wikipedia.org,https://en.wikipedia.org/wiki/Hong_Sook-ja,2,11,11,FALSE,FALSE,176,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-06&end=2099-01-01&project=en.wikipedia.org&pages=Hong_Sook-ja,Wikipedia_Connection/Art_and_Feminism_2018_at_Ohio_State,,,,,,,,Lisa,Phillips,(museum,director),,
Holly Ward   ,Holly Ward,en.wikipedia.org,https://en.wikipedia.org/wiki/Holly_Ward,6,5742,5467,TRUE,FALSE,404,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Holly_Ward,Belkin_Western_Front/Vancouver_ArtAndFeminism_2018_(March_2018),,,,,,,,Lisa,Robertson,,,,
Holly Schmidt   ,Holly Schmidt,en.wikipedia.org,https://en.wikipedia.org/wiki/Holly_Schmidt,1,46,46,TRUE,FALSE,99,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Holly_Schmidt,Belkin_Western_Front/Vancouver_ArtAndFeminism_2018_(March_2018),,,,,,,,Lisa,Soto,,,,
Holly Hotchner   ,Holly Hotchner,en.wikipedia.org,https://en.wikipedia.org/wiki/Holly_Hotchner,1,0,-10116,FALSE,FALSE,62,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-17&end=2099-01-01&project=en.wikipedia.org&pages=Holly_Hotchner,National_Museum_of_Women_in_the_Arts/DC_NMWA_ArtAndFeminism_2018,,,,,,,,Liv,Garfield,,,,
Holly Andres   ,Holly Andres,en.wikipedia.org,https://en.wikipedia.org/wiki/Holly_Andres,1,2467,2467,FALSE,FALSE,145,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-05-02&end=2099-01-01&project=en.wikipedia.org&pages=Holly_Andres,"Jacob_Lawrence_Gallery/Art_Now_Sections_Wikipedia_Edit-a-Thon_(May_2,_2018)",,,,,,,,Livilla,,,,,
Hohenstaufen Castle   ,Hohenstaufen Castle,en.wikipedia.org,https://en.wikipedia.org/wiki/Hohenstaufen_Castle,1,0,-303,FALSE,FALSE,937,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-25&end=2099-01-01&project=en.wikipedia.org&pages=Hohenstaufen_Castle,Carnegie_Museum_of_Art/Art_and_Feminism_Pittsburgh,,,,,,,,Liz,Benson,,,,
Hito Steyerl   ,Hito Steyerl,en.wikipedia.org,https://en.wikipedia.org/wiki/Hito_Steyerl,4,317,253,FALSE,FALSE,76794,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Hito_Steyerl,Kickstarter/Kickstarter_ArtandFeminism_2018,,,,,,,,Liz,Findlay,,,,
Hilla von Rebay  ,Hilla von Rebay,en.wikipedia.org,https://en.wikipedia.org/wiki/Hilla_von_Rebay,3,157,157,FALSE,FALSE,672,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Hilla_von_Rebay,University_of_San_Francisco_Gleeson_Library/USF_Art_and_Feminism_2018,,,,,,,,Liz,Mputu,,,,
Hilja Keading   ,Hilja Keading,en.wikipedia.org,https://en.wikipedia.org/wiki/Hilja_Keading,1,257,257,FALSE,FALSE,32,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Hilja_Keading,UNC-CH/UNC_Sloane_ArtAndFeminism_2018,,,,,,,,Liza,Lou,,,,
Hildreth Meiere   ,Hildreth Meiere,en.wikipedia.org,https://en.wikipedia.org/wiki/Hildreth_Meiere,2,1,1,FALSE,FALSE,240,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-07&end=2099-01-01&project=en.wikipedia.org&pages=Hildreth_Meiere,UNC-CH/UNC_Sloane_ArtAndFeminism_2018,,,,,,,,Liza,Ryan,,,,
Hilda Hilst   ,Hilda Hilst,en.wikipedia.org,https://en.wikipedia.org/wiki/Hilda_Hilst,1,1049,1049,FALSE,FALSE,695,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-02&end=2099-01-01&project=en.wikipedia.org&pages=Hilda_Hilst,MoMA/MoMA_ArtAndFeminism_2018,,,,,,,,Liza,Sylvestre,,,,
Hilda Dokubo   ,Hilda Dokubo,en.wikipedia.org,https://en.wikipedia.org/wiki/Hilda_Dokubo,1,604,604,FALSE,FALSE,950,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Hilda_Dokubo,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Lizzie,Borden,(director),,,
Hideko Takahashi   ,Hideko Takahashi,en.wikipedia.org,https://en.wikipedia.org/wiki/Hideko_Takahashi,1,272,272,FALSE,FALSE,55,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-15&end=2099-01-01&project=en.wikipedia.org&pages=Hideko_Takahashi,OtisCollege/LA_OtisCollege_ArtAndFeminism_2018,,,,,,,,Lois,Fernandez,,,,
Hermione Wiltshire   ,Hermione Wiltshire,en.wikipedia.org,https://en.wikipedia.org/wiki/Hermione_Wiltshire,1,85,85,FALSE,FALSE,30,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-18&end=2099-01-01&project=en.wikipedia.org&pages=Hermione_Wiltshire,"The_Photographers'_Gallery,_London/The_Photographers'_Gallery_Wikipedia_Edit-a-thon_2018_(Sunday_18_March)",,,,,,,,Lois,Howe,,,,
Herbert Maryon   ,Herbert Maryon,en.wikipedia.org,https://en.wikipedia.org/wiki/Herbert_Maryon,1,0,-16,FALSE,FALSE,154,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Herbert_Maryon,MIT/Art_and_Feminism_Wikipedia_Edit-a-thon,,,,,,,,Lois,Mailou,Jones,,,
Herbert Koch (archaeologist)  ,Herbert Koch (archaeologist),en.wikipedia.org,https://en.wikipedia.org/wiki/Herbert_Koch_(archaeologist),1,0,-16,FALSE,FALSE,21,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Herbert_Koch_(archaeologist),MIT/Art_and_Feminism_Wikipedia_Edit-a-thon,,,,,,,,Lola,Flash,,,,
Herb Baumeister   ,Herb Baumeister,en.wikipedia.org,https://en.wikipedia.org/wiki/Herb_Baumeister,1,82,82,FALSE,FALSE,23515,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Herb_Baumeister,Belkin_Western_Front/Vancouver_ArtAndFeminism_2018_(March_2018),,,,,,,,Lola,Pashalinski,,,,
Henry Dickson   ,Henry Dickson,en.wikipedia.org,https://en.wikipedia.org/wiki/Henry_Dickson,2,271,271,FALSE,FALSE,882,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Henry_Dickson,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Lola,Shoneyin,,,,
Henrietta Lacks   ,Henrietta Lacks,en.wikipedia.org,https://en.wikipedia.org/wiki/Henrietta_Lacks,1,655,655,FALSE,FALSE,908309,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Henrietta_Lacks,Howland_Public_Library/Beacon_ArtandFeminism_2018,,,,,,,,Lonnie,Bunch,,,,
Henri Gabriel Marceau  ,Henri Gabriel Marceau,en.wikipedia.org,https://en.wikipedia.org/wiki/Henri_Gabriel_Marceau,1,0,-16,FALSE,FALSE,27,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Henri_Gabriel_Marceau,MIT/Art_and_Feminism_Wikipedia_Edit-a-thon,,,,,,,,Lonnie,Holley,,,,
Hend al-Mansour   ,Hend al-Mansour,en.wikipedia.org,https://en.wikipedia.org/wiki/Hend_al-Mansour,5,118,118,FALSE,FALSE,95,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-26&end=2099-01-01&project=en.wikipedia.org&pages=Hend_al-Mansour,University_of_Minnesota/U_of_M_Libraries_ArtAndFeminism_2018,,,,,,,,Looted,art,,,,
Hema Upadhyay   ,Hema Upadhyay,en.wikipedia.org,https://en.wikipedia.org/wiki/Hema_Upadhyay,1,850,850,FALSE,FALSE,5661,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-08&end=2099-01-01&project=en.wikipedia.org&pages=Hema_Upadhyay,SFMOMA/SF_SFMOMA_ArtAndFeminism_2018,,,,,,,,Loretta,Dunkelman,,,,
Helga von Cramm  ,Helga von Cramm,en.wikipedia.org,https://en.wikipedia.org/wiki/Helga_von_Cramm,1,2,2,FALSE,FALSE,112,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Helga_von_Cramm,Blitz/Art_and_Feminism_Valletta,,,,,,,,Loretta,Yang,,,,
Helga Pakasaar   ,Helga Pakasaar,en.wikipedia.org,https://en.wikipedia.org/wiki/Helga_Pakasaar,3,3943,3943,FALSE,FALSE,344,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-09&end=2099-01-01&project=en.wikipedia.org&pages=Helga_Pakasaar,Belkin_Western_Front/Vancouver_ArtAndFeminism_2018_(March_2018),,,,,,,,Lorna,McGhee,,,,
Helga de Alvear  ,Helga de Alvear,en.wikipedia.org,https://en.wikipedia.org/wiki/Helga_de_Alvear,1,144,144,FALSE,FALSE,71,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-17&end=2099-01-01&project=en.wikipedia.org&pages=Helga_de_Alvear,National_Museum_of_Women_in_the_Arts/DC_NMWA_ArtAndFeminism_2018,,,,,,,,Lorna,Simpson,,,,
Helene Johnson   ,Helene Johnson,en.wikipedia.org,https://en.wikipedia.org/wiki/Helene_Johnson,1,74,74,FALSE,FALSE,242,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Helene_Johnson,Indyhall/Philly_Indyhall_Art_and_Feminism_2018,,,,,,,,Lorraine,Gilbert,,,,
Helena Andrews   ,Helena Andrews,en.wikipedia.org,https://en.wikipedia.org/wiki/Helena_Andrews,1,44,44,FALSE,FALSE,68,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-04&end=2099-01-01&project=en.wikipedia.org&pages=Helena_Andrews,"ICA_Boston/Boston_ICA_ArtAndFeminism_2018_(March_4,_2018)",,,,,,,,Lorraine,O'Grady,,,,
Helen Waterhouse   ,Helen Waterhouse,en.wikipedia.org,https://en.wikipedia.org/wiki/Helen_Waterhouse,1,46,46,FALSE,FALSE,32,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Helen_Waterhouse,MIT/Art_and_Feminism_Wikipedia_Edit-a-thon,,,,,,,,Lottie,Moon,,,,
Helen Waimel Robertson  ,Helen Waimel Robertson,en.wikipedia.org,https://en.wikipedia.org/wiki/Helen_Waimel_Robertson,1,5503,5503,TRUE,FALSE,29,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-24&end=2099-01-01&project=en.wikipedia.org&pages=Helen_Waimel_Robertson,Hackforge/Windsor_ArtAndFeminism_2018,,,,,,,,Lotty,Rosenfeld,,,,
Helen Stadelbauer   ,Helen Stadelbauer,en.wikipedia.org,https://en.wikipedia.org/wiki/Helen_Stadelbauer,1,747,747,FALSE,FALSE,16,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-10&end=2099-01-01&project=en.wikipedia.org&pages=Helen_Stadelbauer,Untitled_Art_Society/Art_and_Feminism_Edit-a-thon_Calgary,,,,,,,,Lou,Drofenik,,,,
Helen Oyeyemi   ,Helen Oyeyemi,en.wikipedia.org,https://en.wikipedia.org/wiki/Helen_Oyeyemi,1,307,307,FALSE,FALSE,2317,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-04-30&end=2099-01-01&project=en.wikipedia.org&pages=Helen_Oyeyemi,"University_of_Nigeria,_Nsukka/Nnamdi_Azikiwe_Library__(2018)",,,,,,,,Louisa,Hall,,,,
Helen Molesworth   ,Helen Molesworth,en.wikipedia.org,https://en.wikipedia.org/wiki/Helen_Molesworth,7,6391,6391,FALSE,FALSE,2263,https://tools.wmflabs.org/pageviews/?platform=all-access&agent=user&start=2018-03-30&end=2099-01-01&project=en.wikipedia.org&pages=Helen_Molesworth,MIT/Art_and_Feminism_Wikipedia_Edit-a-thon,,,,,,,,Louise,Augustine,Gleizes,,,
